Gene	Num_sgRNAs	RRA_Score_Neg	PValue_Neg	FDR_Neg	Rank_Neg	neg|goodsgrna	LFC_Neg	RRA_Score_Pos	PValue_Pos	FDR_Pos	Rank_Pos	pos|goodsgrna	LFC_Pos	FDR	Direction	logFC	RRA_Score	Significance
TGFBR1	6	3.8329e-05	0.00012374	0.002405	46	6	-1.3714	0.99996	0.99998	0.999995	850	0	-1.3714	0.002405	depleted	-1.3714	3.8329e-05	significant
RAMP3	6	4.1453e-05	0.00014353	0.00273	47	6	-1.431	0.99996	0.99998	0.999995	849	0	-1.431	0.00273	depleted	-1.431	4.1453e-05	significant
VEGFA2	6	4.2856e-05	0.00015343	0.002799	48	6	-1.0433	0.99996	0.99998	0.999995	848	0	-1.0433	0.002799	depleted	-1.0433	4.2856e-05	significant
HSP90AA1	6	4.3813e-05	0.00015343	0.002799	49	6	-1.193	0.99996	0.99998	0.999995	847	0	-1.193	0.002799	depleted	-1.193	4.3813e-05	significant
CD36	6	4.6283e-05	0.00016333	0.00292	50	6	-1.1006	0.99995	0.99998	0.999995	846	0	-1.1006	0.00292	depleted	-1.1006	4.6283e-05	significant
FIH1	6	4.8341e-05	0.00017323	0.002978	51	6	-1.429	0.99995	0.99997	0.999995	845	0	-1.429	0.002978	depleted	-1.429	4.8341e-05	significant
CD248	6	4.8868e-05	0.00017323	0.002978	52	6	-1.284	0.99995	0.99997	0.999995	844	0	-1.284	0.002978	depleted	-1.284	4.8868e-05	significant
BMPR2	6	4.9935e-05	0.00018313	0.003089	53	6	-1.301	0.99995	0.99996	0.999995	843	0	-1.301	0.003089	depleted	-1.301	4.9935e-05	significant
EPAS1	6	5.2688e-05	0.00019303	0.003196	54	6	-1.9279	0.99995	0.99996	0.999995	842	0	-1.9279	0.003196	depleted	-1.9279	5.2688e-05	significant
ETS1	6	5.7367e-05	0.00020293	0.00324	55	6	-1.6248	0.99988	0.99989	0.999995	813	0	-1.6248	0.00324	depleted	-1.6248	5.7367e-05	significant
VEGFA4	6	5.7962e-05	0.00020293	0.00324	56	6	-1.4025	0.99994	0.99995	0.999995	841	0	-1.4025	0.00324	depleted	-1.4025	5.7962e-05	significant
ACKR1	6	6.2363e-05	0.00022272	0.003433	57	6	-1.2519	0.99994	0.99995	0.999995	840	0	-1.2519	0.003433	depleted	-1.2519	6.2363e-05	significant
ACTG1	6	6.367e-05	0.00022272	0.003433	58	6	-1.1408	0.99994	0.99995	0.999995	839	0	-1.1408	0.003433	depleted	-1.1408	6.367e-05	significant
CLEC14A	6	6.5673e-05	0.00023262	0.003497	59	6	-1.3778	0.99993	0.99995	0.999995	838	0	-1.3778	0.003497	depleted	-1.3778	6.5673e-05	significant
RPS5	6	6.9838e-05	0.00024252	0.003497	60	6	-1.1506	0.99993	0.99994	0.999995	837	0	-1.1506	0.003497	depleted	-1.1506	6.9838e-05	significant
LDHA	6	7.0553e-05	0.00024252	0.003497	61	6	-1.2443	0.99993	0.99994	0.999995	836	0	-1.2443	0.003497	depleted	-1.2443	7.0553e-05	significant
ANG5	6	7.1274e-05	0.00024252	0.003497	62	6	-1.4781	0.99993	0.99994	0.999995	835	0	-1.4781	0.003497	depleted	-1.4781	7.1274e-05	significant
ANG3	6	7.4973e-05	0.00026232	0.003664	63	6	-0.98674	0.99993	0.99994	0.999995	834	0	-0.98674	0.003664	depleted	-0.98674	7.4973e-05	significant
PSMD1	6	7.5731e-05	0.00026232	0.003664	64	6	-1.0371	0.99992	0.99993	0.999995	833	0	-1.0371	0.003664	depleted	-1.0371	7.5731e-05	significant
NCOA1	6	7.8045e-05	0.00028212	0.003821	65	6	-1.4171	0.99992	0.99993	0.999995	832	0	-1.4171	0.003821	depleted	-1.4171	7.8045e-05	significant
ANG2	6	7.883e-05	0.00028212	0.003821	66	6	-1.0797	0.99992	0.99993	0.999995	831	0	-1.0797	0.003821	depleted	-1.0797	7.883e-05	significant
RPS3	6	8.0418e-05	0.00029202	0.003896	67	6	-0.94034	0.99992	0.99993	0.999995	830	0	-0.94034	0.003896	depleted	-0.94034	8.0418e-05	significant
HSPA8	6	8.3675e-05	0.00030191	0.003926	68	6	-1.0237	0.99992	0.99992	0.999995	829	0	-1.0237	0.003926	depleted	-1.0237	8.3675e-05	significant
VEGFA3	6	8.5344e-05	0.00031181	0.003926	69	6	-1.3089	0.99991	0.99992	0.999995	828	0	-1.3089	0.003926	depleted	-1.3089	8.5344e-05	significant
THBD	6	8.7041e-05	0.00031181	0.003926	70	6	-1.0396	0.99991	0.99992	0.999995	827	0	-1.0396	0.003926	depleted	-1.0396	8.7041e-05	significant
ERG	6	8.79e-05	0.00031181	0.003926	71	6	-1.2559	0.99991	0.99992	0.999995	826	0	-1.2559	0.003926	depleted	-1.2559	8.79e-05	significant
EGLN2	6	8.9639e-05	0.00032171	0.003995	72	6	-1.5831	0.99991	0.99992	0.999995	825	0	-1.5831	0.003995	depleted	-1.5831	8.9639e-05	significant
GJA5	6	9.1407e-05	0.00034151	0.004182	73	6	-1.1765	0.99991	0.99992	0.999995	824	0	-1.1765	0.004182	depleted	-1.1765	9.1407e-05	significant
PSMC1	6	9.7825e-05	0.00038111	0.004604	74	6	-1.3597	0.9999	0.99992	0.999995	823	0	-1.3597	0.004604	depleted	-1.3597	9.7825e-05	significant
STAB1	6	0.00010461	0.0004405	0.005162	75	6	-1.5282	0.9999	0.99991	0.999995	822	0	-1.5282	0.005162	depleted	-1.5282	0.00010461	significant
EPHB4	6	0.00010561	0.0004405	0.005162	76	6	-1.1837	0.99989	0.99991	0.999995	821	0	-1.1837	0.005162	depleted	-1.1837	0.00010561	significant
PSMA1	6	0.00010662	0.0004504	0.005162	77	6	-1.1167	0.99989	0.99991	0.999995	820	0	-1.1167	0.005162	depleted	-1.1167	0.00010662	significant
ROBO4	6	0.00010867	0.0004504	0.005162	78	6	-1.1673	0.99989	0.99991	0.999995	819	0	-1.1673	0.005162	depleted	-1.1673	0.00010867	significant
RPS4	6	0.0001097	0.00047019	0.005254	79	6	-1.2401	0.99989	0.99991	0.999995	818	0	-1.2401	0.005254	depleted	-1.2401	0.0001097	significant
VEGFA1	6	0.00011074	0.00047019	0.005254	80	6	-1.1823	0.99989	0.99991	0.999995	817	0	-1.1823	0.005254	depleted	-1.1823	0.00011074	significant
ENTPD1	6	0.00011391	0.00048009	0.005299	81	6	-1.0664	0.99989	0.99991	0.999995	816	0	-1.0664	0.005299	depleted	-1.0664	0.00011391	significant
UBC	6	0.00011826	0.00048999	0.005342	82	6	-0.96998	0.99988	0.9999	0.999995	815	0	-0.96998	0.005342	depleted	-0.96998	0.00011826	significant
MMRN1	6	0.00012738	0.00050979	0.005491	83	6	-1.0675	0.99987	0.99989	0.999995	812	0	-1.0675	0.005491	depleted	-1.0675	0.00012738	significant
PROX1	6	0.00013094	0.00054939	0.005847	84	6	-1.3877	0.99987	0.99988	0.999995	811	0	-1.3877	0.005847	depleted	-1.3877	0.00013094	significant
PGK1	6	0.00013959	0.00057908	0.006091	85	6	-0.8991	0.99986	0.99986	0.999995	810	0	-0.8991	0.006091	depleted	-0.8991	0.00013959	significant
PROCR	6	0.00014214	0.00060878	0.006328	86	6	-1.5131	0.99986	0.99985	0.999995	809	0	-1.5131	0.006328	depleted	-1.5131	0.00014214	significant
JAM1	6	0.00014507	0.00061868	0.006357	87	6	-1.3536	0.99963	0.99959	0.999995	798	0	-1.3536	0.006357	depleted	-1.3536	0.00014507	significant
TIE2	6	0.00015413	0.00064837	0.006587	88	6	-1.5765	0.99985	0.99983	0.999995	808	0	-1.5765	0.006587	depleted	-1.5765	0.00015413	significant
EMCN	6	0.00015691	0.00066817	0.006712	89	6	-1.1012	0.99984	0.99983	0.999995	807	0	-1.1012	0.006712	depleted	-1.1012	0.00015691	significant
MMRN2	6	0.00017444	0.00071767	0.007129	90	6	-1.3978	0.99983	0.9998	0.999995	806	0	-1.3978	0.007129	depleted	-1.3978	0.00017444	significant
VEGFA5	6	0.00018064	0.00072756	0.007148	91	6	-1.0107	0.99982	0.9998	0.999995	805	0	-1.0107	0.007148	depleted	-1.0107	0.00018064	significant
TUBA1A	6	0.00020554	0.00086615	0.008417	92	6	-0.92624	0.99979	0.99979	0.999995	804	0	-0.92624	0.008417	depleted	-0.92624	0.00020554	significant
GAPDH	6	0.0002313	0.0011235	0.0108	93	6	-0.78428	0.99977	0.99974	0.999995	803	0	-0.78428	0.0108	depleted	-0.78428	0.0002313	significant
TUBB	6	0.00023913	0.001173	0.011156	94	6	-1.3064	0.99976	0.99974	0.999995	802	0	-1.3064	0.011156	depleted	-1.3064	0.00023913	significant
ANG1	6	0.00024924	0.0012225	0.011504	95	6	-1.0369	0.99975	0.99973	0.999995	801	0	-1.0369	0.011504	depleted	-1.0369	0.00024924	significant
PLVAP	6	0.00029802	0.0014403	0.013413	96	6	-0.91911	0.9997	0.99966	0.999995	800	0	-0.91911	0.013413	depleted	-0.91911	0.00029802	significant
PSMA2	6	0.00036852	0.0018659	0.017197	97	6	-1.2913	0.99963	0.99959	0.999995	799	0	-1.2913	0.017197	depleted	-1.2913	0.00036852	significant
RPL4	6	0.00046263	0.0022817	0.020815	98	6	-0.87731	0.99954	0.99947	0.999995	797	0	-0.87731	0.020815	depleted	-0.87731	0.00046263	significant
CITED2	6	0.00049814	0.0024302	0.021945	99	6	-1.3293	0.9995	0.99945	0.999995	796	0	-1.3293	0.021945	depleted	-1.3293	0.00049814	significant
POLR2A	6	0.0032461	0.01422	0.127124	100	5	-0.80159	0.90686	0.92083	0.999995	783	1	-0.80159	0.127124	depleted	-0.80159	0.0032461	not_significant
ACTB	6	0.0058514	0.023812	0.210768	101	5	-0.67226	0.99813	0.99784	0.999995	795	0	-0.67226	0.210768	depleted	-0.67226	0.0058514	not_significant
CDH5	6	0.075364	0.19546	0.999995	102	4	-0.24886	0.99378	0.99325	0.999995	794	0	-0.24886	0.999995	enriched	-0.24886	0.99378	not_significant
SHIP1	6	0.086712	0.21861	0.999995	103	4	-0.23425	0.31693	0.53624	0.913427	379	2	-0.23425	0.913427	enriched	-0.23425	0.31693	not_significant
TAS2R15	6	0.10076	0.24682	0.999995	104	4	-0.22632	0.74465	0.85038	0.992485	734	2	-0.22632	0.992485	enriched	-0.22632	0.74465	not_significant
NonTargeting_56	1	0.1319	0.13245	0.999995	105	1	-0.88693	0.8681	0.86901	0.999995	780	0	-0.88693	0.999995	enriched	-0.88693	0.8681	not_significant
NonTargeting_374	1	0.17017	0.1702	0.999995	106	1	-0.85584	0.82983	0.83066	0.974549	777	0	-0.85584	0.974549	enriched	-0.85584	0.82983	not_significant
NonTargeting_436	1	0.17569	0.17564	0.999995	107	1	-0.72946	0.82431	0.82531	0.972979	775	0	-0.72946	0.972979	enriched	-0.72946	0.82431	not_significant
NonTargeting_233	1	0.18328	0.18275	0.999995	108	1	-0.71463	0.81672	0.81794	0.967241	774	0	-0.71463	0.967241	enriched	-0.71463	0.81672	not_significant
NonTargeting_116	1	0.19155	0.19117	0.999995	109	1	-0.72653	0.80845	0.81013	0.96145	773	0	-0.72653	0.96145	enriched	-0.72653	0.80845	not_significant
NonTargeting_364	1	0.19638	0.19586	0.999995	110	1	-0.64146	0.80362	0.80562	0.957747	771	0	-0.64146	0.957747	enriched	-0.64146	0.80362	not_significant
NonTargeting_469	1	0.19879	0.1984	0.999995	111	1	-0.63126	0.80121	0.80322	0.956159	770	0	-0.63126	0.956159	enriched	-0.63126	0.80121	not_significant
NonTargeting_394	1	0.20121	0.20103	0.999995	112	1	-0.64784	0.79879	0.80073	0.955746	769	0	-0.64784	0.955746	enriched	-0.64784	0.79879	not_significant
NonTargeting_150	1	0.2081	0.20787	0.999995	113	1	-0.61015	0.7919	0.79363	0.950936	768	0	-0.61015	0.950936	enriched	-0.61015	0.7919	not_significant
NonTargeting_140	1	0.21328	0.21286	0.999995	114	1	-0.55936	0.78672	0.78861	0.948874	766	0	-0.55936	0.948874	enriched	-0.55936	0.78672	not_significant
NonTargeting_14	1	0.21397	0.21353	0.999995	115	1	-0.59335	0.78603	0.78796	0.948874	765	0	-0.59335	0.948874	enriched	-0.59335	0.78603	not_significant
NonTargeting_350	1	0.215	0.2145	0.999995	116	1	-0.53729	0.785	0.78694	0.948874	764	0	-0.53729	0.948874	enriched	-0.53729	0.785	not_significant
NonTargeting_84	1	0.21603	0.21561	0.999995	117	1	-0.56211	0.78397	0.786	0.948874	763	0	-0.56211	0.948874	enriched	-0.56211	0.78397	not_significant
NonTargeting_390	1	0.21672	0.21633	0.999995	118	1	-0.62343	0.78328	0.78526	0.948874	762	0	-0.62343	0.948874	enriched	-0.62343	0.78328	not_significant
NonTargeting_217	1	0.21948	0.21932	0.999995	119	1	-0.54075	0.78052	0.78242	0.948874	761	0	-0.54075	0.948874	enriched	-0.54075	0.78052	not_significant
NonTargeting_232	1	0.22121	0.2209	0.999995	120	1	-0.51828	0.77879	0.78075	0.948352	760	0	-0.51828	0.948352	enriched	-0.51828	0.77879	not_significant
KCNK12	6	0.22597	0.41196	0.999995	121	3	-0.030396	0.36513	0.58399	0.913427	417	3	-0.030396	0.913427	enriched	-0.030396	0.36513	not_significant
NonTargeting_83	1	0.23017	0.23008	0.999995	122	1	-0.51827	0.76983	0.77156	0.941029	759	0	-0.51827	0.941029	enriched	-0.51827	0.76983	not_significant
NonTargeting_425	1	0.23086	0.23087	0.999995	123	1	-0.48762	0.76914	0.7709	0.941029	758	0	-0.48762	0.941029	enriched	-0.48762	0.76914	not_significant
NonTargeting_239	1	0.23259	0.23256	0.999995	124	1	-0.49398	0.76741	0.76918	0.940698	755	0	-0.49398	0.940698	enriched	-0.49398	0.76741	not_significant
NonTargeting_205	1	0.23328	0.23325	0.999995	125	1	-0.45837	0.76672	0.76858	0.940698	753	0	-0.45837	0.940698	enriched	-0.45837	0.76672	not_significant
NonTargeting_437	1	0.23362	0.23351	0.999995	126	1	-0.52063	0.76638	0.76819	0.940698	752	0	-0.52063	0.940698	enriched	-0.52063	0.76638	not_significant
VEGFA	6	0.2346	0.4235	0.999995	127	3	-0.18097	0.25119	0.46848	0.913427	312	1	-0.18097	0.913427	enriched	-0.18097	0.25119	not_significant
NonTargeting_158	1	0.23845	0.23836	0.999995	128	1	-0.44582	0.76155	0.76332	0.939961	751	0	-0.44582	0.939961	enriched	-0.44582	0.76155	not_significant
NonTargeting_402	1	0.23879	0.2388	0.999995	129	1	-0.42495	0.76121	0.76295	0.939961	750	0	-0.42495	0.939961	enriched	-0.42495	0.76121	not_significant
NonTargeting_305	1	0.23948	0.23938	0.999995	130	1	-0.50035	0.76052	0.76228	0.939961	749	0	-0.50035	0.939961	enriched	-0.50035	0.76052	not_significant
NonTargeting_120	1	0.24155	0.24161	0.999995	131	1	-0.40084	0.75845	0.76002	0.939773	747	0	-0.40084	0.939773	enriched	-0.40084	0.75845	not_significant
NonTargeting_435	1	0.24259	0.24259	0.999995	132	1	-0.44058	0.75741	0.75911	0.939773	746	0	-0.44058	0.939773	enriched	-0.44058	0.75741	not_significant
NonTargeting_281	1	0.245	0.24508	0.999995	133	1	-0.43735	0.755	0.75654	0.938072	745	0	-0.43735	0.938072	enriched	-0.43735	0.755	not_significant
NonTargeting_70	1	0.24741	0.2476	0.999995	134	1	-0.38375	0.75259	0.75419	0.937752	742	0	-0.38375	0.937752	enriched	-0.38375	0.75259	not_significant
NonTargeting_264	1	0.24983	0.24975	0.999995	135	1	-0.40286	0.75017	0.75157	0.936864	740	0	-0.40286	0.936864	enriched	-0.40286	0.75017	not_significant
NonTargeting_485	1	0.25052	0.25049	0.999995	136	1	-0.41139	0.74948	0.75087	0.936864	739	0	-0.41139	0.936864	enriched	-0.41139	0.74948	not_significant
NonTargeting_37	1	0.25293	0.25292	0.999995	137	1	-0.41246	0.74707	0.74863	0.936054	737	0	-0.41246	0.936054	enriched	-0.41246	0.74707	not_significant
NonTargeting_294	1	0.25362	0.25356	0.999995	138	1	-0.39905	0.74638	0.74778	0.936054	736	0	-0.39905	0.936054	enriched	-0.39905	0.74638	not_significant
NonTargeting_448	1	0.25397	0.25395	0.999995	139	1	-0.37861	0.74603	0.74746	0.936054	735	0	-0.37861	0.936054	enriched	-0.37861	0.74603	not_significant
NonTargeting_439	1	0.25603	0.25615	0.999995	140	1	-0.35548	0.74397	0.74553	0.936054	733	0	-0.35548	0.936054	enriched	-0.35548	0.74397	not_significant
NonTargeting_395	1	0.25655	0.25668	0.999995	141	1	-0.35391	0.74345	0.74508	0.936054	732	0	-0.35391	0.936054	enriched	-0.35391	0.74345	not_significant
NonTargeting_313	1	0.25776	0.258	0.999995	142	1	-0.35302	0.74224	0.74393	0.936054	730	0	-0.35302	0.936054	enriched	-0.35302	0.74224	not_significant
INPP5D	6	0.25921	0.45401	0.999995	143	3	-0.15704	0.72223	0.83532	0.978734	718	1	-0.15704	0.978734	enriched	-0.15704	0.72223	not_significant
NonTargeting_353	1	0.26086	0.26107	0.999995	144	1	-0.3936	0.73914	0.7407	0.935284	728	0	-0.3936	0.935284	enriched	-0.3936	0.73914	not_significant
NonTargeting_92	1	0.26293	0.26331	0.999995	145	1	-0.33929	0.73707	0.73836	0.933653	727	0	-0.33929	0.933653	enriched	-0.33929	0.73707	not_significant
NonTargeting_76	1	0.26569	0.26644	0.999995	146	1	-0.34048	0.73431	0.73555	0.931416	726	0	-0.34048	0.931416	enriched	-0.34048	0.73431	not_significant
NonTargeting_372	1	0.26638	0.26716	0.999995	147	1	-0.35844	0.73362	0.73487	0.931416	725	0	-0.35844	0.931416	enriched	-0.35844	0.73362	not_significant
NonTargeting_113	1	0.26879	0.26958	0.999995	148	1	-0.31038	0.73121	0.73251	0.930203	724	0	-0.31038	0.930203	enriched	-0.31038	0.73121	not_significant
NonTargeting_57	1	0.27086	0.27151	0.999995	149	1	-0.30815	0.72914	0.73067	0.929185	723	0	-0.30815	0.929185	enriched	-0.30815	0.72914	not_significant
TSC2	6	0.27214	0.46988	0.999995	150	3	-0.13431	0.79186	0.87671	0.999995	767	1	-0.13431	0.999995	enriched	-0.13431	0.79186	not_significant
NonTargeting_308	1	0.27431	0.27505	0.999995	151	1	-0.32284	0.72569	0.72721	0.926109	722	0	-0.32284	0.926109	enriched	-0.32284	0.72569	not_significant
HEY2	6	0.27541	0.47408	0.999995	152	3	-0.057137	0.52428	0.71598	0.925089	561	2	-0.057137	0.925089	enriched	-0.057137	0.52428	not_significant
NonTargeting_206	1	0.27569	0.27653	0.999995	153	1	-0.31507	0.72431	0.72579	0.925612	721	0	-0.31507	0.925612	enriched	-0.31507	0.72431	not_significant
NonTargeting_286	1	0.27638	0.27718	0.999995	154	1	-0.31649	0.72362	0.72512	0.925612	720	0	-0.31649	0.925612	enriched	-0.31649	0.72362	not_significant
NonTargeting_471	1	0.27776	0.27837	0.999995	155	1	-0.33489	0.72224	0.72361	0.925475	719	0	-0.33489	0.925475	enriched	-0.33489	0.72224	not_significant
NonTargeting_36	1	0.27879	0.27939	0.999995	156	1	-0.28005	0.72121	0.72227	0.925089	717	0	-0.28005	0.925089	enriched	-0.28005	0.72121	not_significant
NonTargeting_201	1	0.27948	0.27994	0.999995	157	1	-0.3102	0.72052	0.72154	0.925089	716	0	-0.3102	0.925089	enriched	-0.3102	0.72052	not_significant
NonTargeting_55	1	0.28052	0.28093	0.999995	158	1	-0.29887	0.71948	0.72058	0.925089	715	0	-0.29887	0.925089	enriched	-0.29887	0.71948	not_significant
NonTargeting_276	1	0.28121	0.28155	0.999995	159	1	-0.30993	0.71879	0.71996	0.925089	714	0	-0.30993	0.925089	enriched	-0.30993	0.71879	not_significant
