Gene	Num_sgRNAs	RRA_Score_Neg	PValue_Neg	FDR_Neg	Rank_Neg	neg|goodsgrna	LFC_Neg	RRA_Score_Pos	PValue_Pos	FDR_Pos	Rank_Pos	pos|goodsgrna	LFC_Pos	FDR	Direction	logFC	RRA_Score	Significance
FMOD	6	1.8708e-05	6.3913e-05	0.001798	32	6	-1.0239	0.99998	1.0	0.999995	871	0	-1.0239	0.001798	depleted	-1.0239	1.8708e-05	significant
MMP3	6	1.9432e-05	7.3746e-05	0.002011	33	6	-1.6835	0.99998	1.0	0.999995	870	0	-1.6835	0.002011	depleted	-1.6835	1.9432e-05	significant
COL9A1	6	2.2845e-05	9.3412e-05	0.002165	34	6	-1.2223	0.99998	1.0	0.999995	868	0	-1.2223	0.002165	depleted	-1.2223	2.2845e-05	significant
TIMP1	6	2.37e-05	9.3412e-05	0.002165	35	6	-1.6979	0.99998	1.0	0.999995	867	0	-1.6979	0.002165	depleted	-1.6979	2.37e-05	significant
COMP	6	2.5184e-05	0.00010324	0.002165	36	6	-1.2088	0.99997	0.99999	0.999995	866	0	-1.2088	0.002165	depleted	-1.2088	2.5184e-05	significant
LDHA	6	2.5799e-05	0.00010324	0.002165	37	6	-1.403	0.99997	0.99999	0.999995	865	0	-1.403	0.002165	depleted	-1.403	2.5799e-05	significant
ACTB	6	2.6111e-05	0.00010324	0.002165	38	6	-1.0705	0.99997	0.99999	0.999995	864	0	-1.0705	0.002165	depleted	-1.0705	2.6111e-05	significant
COL10A1	6	2.6426e-05	0.00010324	0.002165	39	6	-1.3289	0.99997	0.99999	0.999995	863	0	-1.3289	0.002165	depleted	-1.3289	2.6426e-05	significant
TUBA1A	6	2.7066e-05	0.00010324	0.002165	40	6	-1.4511	0.99997	0.99999	0.999995	862	0	-1.4511	0.002165	depleted	-1.4511	2.7066e-05	significant
PLAUR	6	2.7719e-05	0.00010324	0.002165	41	6	-1.5293	0.99997	0.99999	0.999995	861	0	-1.5293	0.002165	depleted	-1.5293	2.7719e-05	significant
PDGFA	6	2.8385e-05	0.00010324	0.002165	42	6	-1.5856	0.99997	0.99999	0.999995	860	0	-1.5856	0.002165	depleted	-1.5856	2.8385e-05	significant
TIMP2	6	2.9757e-05	0.00011308	0.002165	43	6	-1.6001	0.99997	0.99999	0.999995	859	0	-1.6001	0.002165	depleted	-1.6001	2.9757e-05	significant
RPS3	6	3.1183e-05	0.00011308	0.002165	44	6	-1.2773	0.99997	0.99999	0.999995	858	0	-1.2773	0.002165	depleted	-1.2773	3.1183e-05	significant
PSMA2	6	3.343e-05	0.00011308	0.002165	45	6	-1.3605	0.99997	0.99999	0.999995	857	0	-1.3605	0.002165	depleted	-1.3605	3.343e-05	significant
RPL5	6	3.3817e-05	0.00011308	0.002165	46	6	-1.4745	0.99997	0.99999	0.999995	856	0	-1.4745	0.002165	depleted	-1.4745	3.3817e-05	significant
PKM	6	3.4603e-05	0.00011308	0.002165	47	6	-1.4708	0.99997	0.99999	0.999995	855	0	-1.4708	0.002165	depleted	-1.4708	3.4603e-05	significant
FGF4	6	3.5404e-05	0.00012291	0.002258	48	6	-1.1077	0.99996	0.99999	0.999995	854	0	-1.1077	0.002258	depleted	-1.1077	3.5404e-05	significant
SMAD2	6	3.581e-05	0.00012291	0.002258	49	6	-1.0866	0.99996	0.99999	0.999995	853	0	-1.0866	0.002258	depleted	-1.0866	3.581e-05	significant
THBS1	6	3.8329e-05	0.00013274	0.002389	50	6	-1.2402	0.99996	0.99998	0.999995	851	0	-1.2402	0.002389	depleted	-1.2402	3.8329e-05	significant
COL2A1	6	3.9201e-05	0.00014258	0.002449	51	6	-1.1055	0.99996	0.99998	0.999995	850	0	-1.1055	0.002449	depleted	-1.1055	3.9201e-05	significant
TUBB	6	4.0089e-05	0.00015241	0.002449	52	6	-1.3592	0.99996	0.99998	0.999995	849	0	-1.3592	0.002449	depleted	-1.3592	4.0089e-05	significant
RPS5	6	4.054e-05	0.00015241	0.002449	53	6	-1.2716	0.99996	0.99998	0.999995	848	0	-1.2716	0.002449	depleted	-1.2716	4.054e-05	significant
COL5A1	6	4.0995e-05	0.00015241	0.002449	54	6	-1.2403	0.99996	0.99998	0.999995	847	0	-1.2403	0.002449	depleted	-1.2403	4.0995e-05	significant
PSMB1	6	4.1453e-05	0.00015241	0.002449	55	6	-1.0384	0.99996	0.99998	0.999995	846	0	-1.0384	0.002449	depleted	-1.0384	4.1453e-05	significant
BGN	6	4.2384e-05	0.00015241	0.002449	56	6	-1.0619	0.99996	0.99998	0.999995	845	0	-1.0619	0.002449	depleted	-1.0619	4.2384e-05	significant
COL1A2	6	4.2856e-05	0.00016224	0.002518	57	6	-1.2896	0.99996	0.99998	0.999995	844	0	-1.2896	0.002518	depleted	-1.2896	4.2856e-05	significant
PDGFRB	6	4.5281e-05	0.00016224	0.002518	58	6	-0.99376	0.99995	0.99998	0.999995	843	0	-0.99376	0.002518	depleted	-0.99376	4.5281e-05	significant
ENO1	6	4.6283e-05	0.00017207	0.002581	59	6	-1.359	0.99995	0.99998	0.999995	842	0	-1.359	0.002581	depleted	-1.359	4.6283e-05	significant
COL4A1	6	4.679e-05	0.00017207	0.002581	60	6	-1.0833	0.99995	0.99998	0.999995	841	0	-1.0833	0.002581	depleted	-1.0833	4.679e-05	significant
POLR2A	6	4.9935e-05	0.00019174	0.002739	61	6	-1.2529	0.99995	0.99996	0.999995	840	0	-1.2529	0.002739	depleted	-1.2529	4.9935e-05	significant
ACAN	6	5.1021e-05	0.00019174	0.002739	62	6	-1.1996	0.99995	0.99996	0.999995	839	0	-1.1996	0.002739	depleted	-1.1996	5.1021e-05	significant
COL6A1	6	5.1572e-05	0.00019174	0.002739	63	6	-1.0761	0.99995	0.99996	0.999995	838	0	-1.0761	0.002739	depleted	-1.0761	5.1572e-05	significant
FGF9	6	5.2688e-05	0.00020157	0.002765	64	6	-1.1974	0.99995	0.99996	0.999995	837	0	-1.1974	0.002765	depleted	-1.1974	5.2688e-05	significant
COL2A2	6	5.3824e-05	0.00020157	0.002765	65	6	-1.0982	0.99995	0.99996	0.999995	836	0	-1.0982	0.002765	depleted	-1.0982	5.3824e-05	significant
UBC	6	5.6157e-05	0.00021141	0.002765	66	6	-1.1299	0.99994	0.99995	0.999995	835	0	-1.1299	0.002765	depleted	-1.1299	5.6157e-05	significant
SPARC	6	5.7355e-05	0.00021141	0.002765	67	6	-0.93499	0.99994	0.99995	0.999995	834	0	-0.93499	0.002765	depleted	-0.93499	5.7355e-05	significant
MMP1	6	5.7962e-05	0.00021141	0.002765	68	6	-1.3121	0.99994	0.99995	0.999995	833	0	-1.3121	0.002765	depleted	-1.3121	5.7962e-05	significant
CHRDL1	6	5.8336e-05	0.00022124	0.002765	69	6	-1.4031	0.99988	0.9999	0.999995	821	0	-1.4031	0.002765	depleted	-1.4031	5.8336e-05	significant
VCAN	6	5.8575e-05	0.00022124	0.002765	70	6	-1.31	0.99994	0.99995	0.999995	832	0	-1.31	0.002765	depleted	-1.31	5.8575e-05	significant
LUM	6	5.9192e-05	0.00022124	0.002765	71	6	-1.1915	0.99994	0.99995	0.999995	831	0	-1.1915	0.002765	depleted	-1.1915	5.9192e-05	significant
TIMP3	6	6.0444e-05	0.00022124	0.002765	72	6	-1.6519	0.99994	0.99995	0.999995	830	0	-1.6519	0.002765	depleted	-1.6519	6.0444e-05	significant
HAPLN1	6	6.367e-05	0.00023107	0.002849	73	6	-1.1279	0.99994	0.99995	0.999995	829	0	-1.1279	0.002849	depleted	-1.1279	6.367e-05	significant
NOV	6	6.7729e-05	0.0002409	0.00293	74	6	-1.3264	0.99993	0.99994	0.999995	828	0	-1.3264	0.00293	depleted	-1.3264	6.7729e-05	significant
DCN	6	7.3474e-05	0.00026057	0.003127	75	6	-1.1717	0.99993	0.99994	0.999995	827	0	-1.1717	0.003127	depleted	-1.1717	7.3474e-05	significant
FGF10	6	8.0418e-05	0.00030973	0.003668	76	6	-1.1211	0.99992	0.99993	0.999995	826	0	-1.1211	0.003668	depleted	-1.1211	8.0418e-05	significant
FGF8	6	8.3675e-05	0.00031957	0.003735	77	6	-0.82804	0.99992	0.99992	0.999995	825	0	-0.82804	0.003735	depleted	-0.82804	8.3675e-05	significant
OGN	6	8.6189e-05	0.0003294	0.003753	78	6	-1.1989	0.99991	0.99992	0.999995	824	0	-1.1989	0.003753	depleted	-1.1989	8.6189e-05	significant
WISP1	6	8.79e-05	0.0003294	0.003753	79	6	-0.83817	0.99991	0.99992	0.999995	823	0	-0.83817	0.003753	depleted	-0.83817	8.79e-05	significant
ACTG1	6	9.3204e-05	0.0003589	0.004038	80	6	-1.0954	0.99991	0.99992	0.999995	822	0	-1.0954	0.004038	depleted	-1.0954	9.3204e-05	significant
COL3A2	6	0.00012162	0.00051622	0.005736	81	6	-1.0459	0.99988	0.99989	0.999995	820	0	-1.0459	0.005736	depleted	-1.0459	0.00012162	significant
TNXB	6	0.00012975	0.00055556	0.006098	82	6	-1.0061	0.99987	0.99988	0.999995	819	0	-1.0061	0.006098	depleted	-1.0061	0.00012975	significant
PSMD1	6	0.00013094	0.00056539	0.006131	83	6	-1.0708	0.99987	0.99988	0.999995	818	0	-1.0708	0.006131	depleted	-1.0708	0.00013094	significant
POSTN	6	0.00013337	0.00057522	0.006163	84	6	-0.96264	0.99987	0.99988	0.999995	817	0	-0.96264	0.006163	depleted	-0.96264	0.00013337	significant
MMP9	6	0.00013459	0.00058505	0.006195	85	6	-1.2589	0.99987	0.99987	0.999995	816	0	-1.2589	0.006195	depleted	-1.2589	0.00013459	significant
COL8A1	6	0.00014308	0.00062439	0.006534	86	5	-1.3018	0.99983	0.99981	0.999995	811	0	-1.3018	0.006534	depleted	-1.3018	0.00014308	significant
PSMA1	6	0.00021048	0.00085054	0.008799	87	5	-1.3282	0.99884	0.99877	0.999995	804	0	-1.3282	0.008799	depleted	-1.3282	0.00021048	significant
WISP2	6	0.00034204	0.0015487	0.015839	88	5	-1.1977	0.99967	0.99963	0.999995	807	0	-1.1977	0.015839	depleted	-1.1977	0.00034204	significant
PGK1	6	0.00036222	0.0016667	0.016854	89	5	-1.3778	0.99986	0.99986	0.999995	814	0	-1.3778	0.016854	depleted	-1.3778	0.00036222	significant
COL7A1	6	0.00049069	0.0021091	0.021091	90	5	-1.486	0.99967	0.99963	0.999995	806	0	-1.486	0.021091	depleted	-1.486	0.00049069	significant
RPL4	6	0.00052561	0.0022763	0.022513	91	5	-1.1074	0.99981	0.9998	0.999995	809	0	-1.1074	0.022513	depleted	-1.1074	0.00052561	significant
ASPN	6	0.00071347	0.0030433	0.029771	92	5	-1.045	0.9979	0.99762	0.999995	803	0	-1.045	0.029771	depleted	-1.045	0.00071347	significant
FGF6	6	0.0012559	0.0054031	0.052289	93	5	-1.0932	0.99678	0.99644	0.999995	802	0	-1.0932	0.052289	depleted	-1.0932	0.0012559	not_significant
FGF5	6	0.0014168	0.0059538	0.057004	94	5	-0.74908	0.99982	0.9998	0.999995	810	0	-0.74908	0.057004	depleted	-0.74908	0.0014168	not_significant
CILP	6	0.0015413	0.0064356	0.060969	95	5	-1.27	0.99986	0.99986	0.999995	815	0	-1.27	0.060969	depleted	-1.27	0.0015413	not_significant
ELN	6	0.0017723	0.0074582	0.069921	96	5	-1.1409	0.99986	0.99985	0.999995	813	0	-1.1409	0.069921	depleted	-1.1409	0.0017723	not_significant
FRZB	6	0.0018158	0.007645	0.070933	97	5	-1.0669	0.9997	0.99965	0.999995	808	0	-1.0669	0.070933	depleted	-1.0669	0.0018158	not_significant
GAPDH	6	0.0026115	0.01089	0.100009	98	5	-1.0856	0.99984	0.99983	0.999995	812	0	-1.0856	0.100009	depleted	-1.0856	0.0026115	not_significant
THBS2	6	0.0027703	0.011657	0.105971	99	5	-1.114	0.99965	0.99961	0.999995	805	0	-1.114	0.105971	depleted	-1.114	0.0027703	not_significant
TAS2R31	6	0.13292	0.26464	0.999995	100	3	-0.45553	0.94926	0.94921	0.999995	797	0	-0.45553	0.999995	enriched	-0.45553	0.94926	not_significant
NonTargeting_145	1	0.16707	0.16691	0.999995	101	1	-0.8959	0.83293	0.83387	0.967116	776	0	-0.8959	0.967116	enriched	-0.8959	0.83293	not_significant
NonTargeting_416	1	0.17845	0.17824	0.999995	102	1	-0.81971	0.82155	0.82264	0.957107	772	0	-0.81971	0.957107	enriched	-0.81971	0.82155	not_significant
NonTargeting_297	1	0.19052	0.18993	0.999995	103	1	-0.7104	0.80948	0.81095	0.949095	767	0	-0.7104	0.949095	enriched	-0.7104	0.80948	not_significant
NonTargeting_218	1	0.19155	0.19107	0.999995	104	1	-0.71517	0.80845	0.81014	0.949095	765	0	-0.71517	0.949095	enriched	-0.71517	0.80845	not_significant
NonTargeting_321	1	0.20121	0.20098	0.999995	105	1	-0.64603	0.79879	0.80074	0.943283	763	0	-0.64603	0.943283	enriched	-0.64603	0.79879	not_significant
NonTargeting_335	1	0.20293	0.20274	0.999995	106	1	-0.63363	0.79707	0.79906	0.943267	761	0	-0.63363	0.943267	enriched	-0.63363	0.79707	not_significant
NonTargeting_301	1	0.20672	0.20642	0.999995	107	1	-0.59501	0.79328	0.79501	0.940524	758	0	-0.59501	0.940524	enriched	-0.59501	0.79328	not_significant
NonTargeting_322	1	0.20845	0.20808	0.999995	108	1	-0.60552	0.79155	0.79329	0.940524	757	0	-0.60552	0.940524	enriched	-0.60552	0.79155	not_significant
NonTargeting_233	1	0.20948	0.2092	0.999995	109	1	-0.57707	0.79052	0.7923	0.940524	756	0	-0.57707	0.940524	enriched	-0.57707	0.79052	not_significant
NonTargeting_102	1	0.20983	0.20947	0.999995	110	1	-0.5776	0.79017	0.79194	0.940524	755	0	-0.5776	0.940524	enriched	-0.5776	0.79017	not_significant
NonTargeting_50	1	0.21155	0.21106	0.999995	111	1	-0.55363	0.78845	0.79033	0.940524	754	0	-0.55363	0.940524	enriched	-0.55363	0.78845	not_significant
NonTargeting_240	1	0.21638	0.2159	0.999995	112	1	-0.53758	0.78362	0.78566	0.939222	752	0	-0.53758	0.939222	enriched	-0.53758	0.78362	not_significant
NonTargeting_212	1	0.21879	0.21843	0.999995	113	1	-0.51557	0.78121	0.78323	0.938625	749	0	-0.51557	0.938625	enriched	-0.51557	0.78121	not_significant
NonTargeting_231	1	0.21948	0.21923	0.999995	114	1	-0.50878	0.78052	0.78245	0.938625	748	0	-0.50878	0.938625	enriched	-0.50878	0.78052	not_significant
NonTargeting_403	1	0.21983	0.21946	0.999995	115	1	-0.51309	0.78017	0.78214	0.938625	746	0	-0.51309	0.938625	enriched	-0.51309	0.78017	not_significant
NonTargeting_172	1	0.22017	0.21979	0.999995	116	1	-0.50981	0.77983	0.78175	0.938625	745	0	-0.50981	0.938625	enriched	-0.50981	0.77983	not_significant
NonTargeting_440	1	0.22293	0.22251	0.999995	117	1	-0.48604	0.77707	0.77913	0.938625	744	0	-0.48604	0.938625	enriched	-0.48604	0.77707	not_significant
NonTargeting_255	1	0.22328	0.22275	0.999995	118	1	-0.48161	0.77672	0.77877	0.938625	743	0	-0.48161	0.938625	enriched	-0.48161	0.77672	not_significant
NonTargeting_193	1	0.22362	0.22305	0.999995	119	1	-0.48487	0.77638	0.77837	0.938625	742	0	-0.48487	0.938625	enriched	-0.48487	0.77638	not_significant
NonTargeting_422	1	0.22397	0.22347	0.999995	120	1	-0.48039	0.77603	0.77793	0.938625	741	0	-0.48039	0.938625	enriched	-0.48039	0.77603	not_significant
NonTargeting_72	1	0.22879	0.22876	0.999995	121	0	-0.46064	0.77121	0.77293	0.938625	738	0	-0.46064	0.938625	enriched	-0.46064	0.77121	not_significant
NonTargeting_181	1	0.22983	0.22975	0.999995	122	0	-0.45281	0.77017	0.77189	0.938625	737	0	-0.45281	0.938625	enriched	-0.45281	0.77017	not_significant
NonTargeting_24	1	0.23017	0.23001	0.999995	123	0	-0.45122	0.76983	0.77157	0.938625	736	0	-0.45122	0.938625	enriched	-0.45122	0.76983	not_significant
NonTargeting_432	1	0.23328	0.23319	0.999995	124	0	-0.4504	0.76672	0.7686	0.938625	734	0	-0.4504	0.938625	enriched	-0.4504	0.76672	not_significant
NonTargeting_395	1	0.235	0.23475	0.999995	125	0	-0.43686	0.765	0.76662	0.938625	732	0	-0.43686	0.938625	enriched	-0.43686	0.765	not_significant
NonTargeting_391	1	0.23534	0.23518	0.999995	126	0	-0.43713	0.76466	0.76623	0.938625	730	0	-0.43713	0.938625	enriched	-0.43713	0.76466	not_significant
NonTargeting_344	1	0.23569	0.23549	0.999995	127	0	-0.43774	0.76431	0.76587	0.938625	729	0	-0.43774	0.938625	enriched	-0.43774	0.76431	not_significant
NonTargeting_464	1	0.23638	0.2363	0.999995	128	0	-0.42769	0.76362	0.76529	0.938625	728	0	-0.42769	0.938625	enriched	-0.42769	0.76362	not_significant
NonTargeting_223	1	0.23879	0.23877	0.999995	129	0	-0.41386	0.76121	0.76297	0.938625	727	0	-0.41386	0.938625	enriched	-0.41386	0.76121	not_significant
NonTargeting_318	1	0.24328	0.24322	0.999995	130	0	-0.39851	0.75672	0.75833	0.938625	725	0	-0.39851	0.938625	enriched	-0.39851	0.75672	not_significant
NonTargeting_338	1	0.24397	0.24398	0.999995	131	0	-0.40397	0.75603	0.75756	0.938625	724	0	-0.40397	0.938625	enriched	-0.40397	0.75603	not_significant
NonTargeting_52	1	0.24431	0.24442	0.999995	132	0	-0.39524	0.75569	0.75718	0.938625	723	0	-0.39524	0.938625	enriched	-0.39524	0.75569	not_significant
NonTargeting_195	1	0.24569	0.24567	0.999995	133	0	-0.39228	0.75431	0.75587	0.938625	722	0	-0.39228	0.938625	enriched	-0.39228	0.75431	not_significant
NonTargeting_11	1	0.24603	0.24599	0.999995	134	0	-0.38887	0.75397	0.75552	0.938625	720	0	-0.38887	0.938625	enriched	-0.38887	0.75397	not_significant
NonTargeting_497	1	0.24672	0.24671	0.999995	135	0	-0.39271	0.75328	0.75489	0.938625	719	0	-0.39271	0.938625	enriched	-0.39271	0.75328	not_significant
NonTargeting_115	1	0.2481	0.24808	0.999995	136	0	-0.38218	0.7519	0.75342	0.938625	717	0	-0.38218	0.938625	enriched	-0.38218	0.7519	not_significant
NonTargeting_382	1	0.25086	0.25072	0.999995	137	0	-0.37138	0.74914	0.75048	0.938625	715	0	-0.37138	0.938625	enriched	-0.37138	0.74914	not_significant
NonTargeting_305	1	0.26017	0.26028	0.999995	138	0	-0.34318	0.73983	0.74127	0.935689	713	0	-0.34318	0.935689	enriched	-0.34318	0.73983	not_significant
NonTargeting_364	1	0.26121	0.26135	0.999995	139	0	-0.33674	0.73879	0.7403	0.935689	712	0	-0.33674	0.935689	enriched	-0.33674	0.73879	not_significant
NonTargeting_289	1	0.26534	0.26602	0.999995	140	0	-0.31972	0.73466	0.73584	0.931438	709	0	-0.31972	0.931438	enriched	-0.31972	0.73466	not_significant
NonTargeting_198	1	0.26603	0.26673	0.999995	141	0	-0.33276	0.73397	0.73517	0.931438	708	0	-0.33276	0.931438	enriched	-0.33276	0.73397	not_significant
NonTargeting_374	1	0.26879	0.26951	0.999995	142	0	-0.32271	0.73121	0.73244	0.930246	706	0	-0.32271	0.930246	enriched	-0.32271	0.73121	not_significant
NonTargeting_313	1	0.26914	0.26983	0.999995	143	0	-0.31503	0.73086	0.73223	0.930246	705	0	-0.31503	0.930246	enriched	-0.31503	0.73086	not_significant
NonTargeting_380	1	0.275	0.27576	0.999995	144	0	-0.30099	0.725	0.72656	0.928845	703	0	-0.30099	0.928845	enriched	-0.30099	0.725	not_significant
NonTargeting_58	1	0.27603	0.27676	0.999995	145	0	-0.29616	0.72397	0.72535	0.928845	702	0	-0.29616	0.928845	enriched	-0.29616	0.72397	not_significant
NonTargeting_250	1	0.28017	0.28055	0.999995	146	0	-0.28539	0.71983	0.72089	0.925536	699	0	-0.28539	0.925536	enriched	-0.28539	0.71983	not_significant
NonTargeting_418	1	0.28086	0.28118	0.999995	147	0	-0.2829	0.71914	0.72018	0.925536	698	0	-0.2829	0.925536	enriched	-0.2829	0.71914	not_significant
NonTargeting_410	1	0.28121	0.28148	0.999995	148	0	-0.27844	0.71879	0.7199	0.925536	697	0	-0.27844	0.925536	enriched	-0.27844	0.71879	not_significant
NonTargeting_154	1	0.28397	0.28409	0.999995	149	0	-0.27701	0.71603	0.71719	0.925536	696	0	-0.27701	0.925536	enriched	-0.27701	0.71603	not_significant
NonTargeting_269	1	0.28431	0.28438	0.999995	150	0	-0.28097	0.71569	0.71679	0.925536	695	0	-0.28097	0.925536	enriched	-0.28097	0.71569	not_significant
NonTargeting_106	1	0.28569	0.2859	0.999995	151	0	-0.2663	0.71431	0.71537	0.925536	694	0	-0.2663	0.925536	enriched	-0.2663	0.71431	not_significant
NonTargeting_92	1	0.28879	0.28916	0.999995	152	0	-0.27212	0.71121	0.71209	0.924792	693	0	-0.27212	0.924792	enriched	-0.27212	0.71121	not_significant
NonTargeting_207	1	0.28983	0.29013	0.999995	153	0	-0.26726	0.71017	0.71089	0.924568	692	0	-0.26726	0.924568	enriched	-0.26726	0.71017	not_significant
NonTargeting_296	1	0.29017	0.29054	0.999995	154	0	-0.26376	0.70983	0.71057	0.924568	691	0	-0.26376	0.924568	enriched	-0.26376	0.70983	not_significant
NonTargeting_453	1	0.29052	0.29093	0.999995	155	0	-0.26516	0.70948	0.71017	0.924568	690	0	-0.26516	0.924568	enriched	-0.26516	0.70948	not_significant
NonTargeting_8	1	0.29293	0.29321	0.999995	156	0	-0.25796	0.70707	0.70768	0.924406	689	0	-0.25796	0.924406	enriched	-0.25796	0.70707	not_significant
NonTargeting_354	1	0.29328	0.29368	0.999995	157	0	-0.25605	0.70672	0.70745	0.924406	688	0	-0.25605	0.924406	enriched	-0.25605	0.70672	not_significant
NonTargeting_182	1	0.29466	0.29523	0.999995	158	0	-0.25145	0.70534	0.70627	0.924406	685	0	-0.25145	0.924406	enriched	-0.25145	0.70534	not_significant
NonTargeting_456	1	0.29672	0.29751	0.999995	159	0	-0.24623	0.70328	0.70415	0.924406	684	0	-0.24623	0.924406	enriched	-0.24623	0.70328	not_significant
