id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
KRT9	6	5.1021e-05	0.00024117	0.003675	59	6	-1.3353	0.99995	0.99995	0.999995	841	0	-1.3353
PSMD1	6	5.2127e-05	0.00025102	0.003761	60	6	-1.3371	0.99995	0.99995	0.999995	840	0	-1.3371
RPL5	6	5.3824e-05	0.00026086	0.003782	61	6	-1.3775	0.99995	0.99994	0.999995	839	0	-1.3775
KRT10	6	5.44e-05	0.00026086	0.003782	62	6	-1.3051	0.99995	0.99994	0.999995	838	0	-1.3051
KLK10	6	5.498e-05	0.0002707	0.003803	63	6	-1.2326	0.99995	0.99994	0.999995	837	0	-1.2326
FLG	6	5.5566e-05	0.0002707	0.003803	64	6	-1.4503	0.99994	0.99994	0.999995	836	0	-1.4503
WNT3A	6	5.7355e-05	0.00028055	0.00388	65	6	-1.5863	0.99994	0.99994	0.999995	835	0	-1.5863
ENO1	6	5.8575e-05	0.00029039	0.003955	66	6	-1.2609	0.99994	0.99994	0.999995	834	0	-1.2609
LDHA	6	5.9815e-05	0.00030024	0.004029	67	6	-1.3084	0.99994	0.99994	0.999995	833	0	-1.3084
IVL	6	6.1078e-05	0.00031008	0.00404	68	6	-1.3584	0.99994	0.99993	0.999995	832	0	-1.3584
KRT8	6	6.2363e-05	0.00031008	0.00404	69	6	-1.3398	0.99994	0.99992	0.999995	831	0	-1.3398
KRT20	6	6.4332e-05	0.00031992	0.004109	70	6	-1.2095	0.99994	0.9999	0.999995	830	0	-1.2095
KLK7	6	6.5e-05	0.00032977	0.004175	71	6	-1.1955	0.99994	0.9999	0.999995	829	0	-1.1955
TUBB	6	6.6352e-05	0.00033961	0.004182	72	6	-1.3415	0.99993	0.99989	0.999995	828	0	-1.3415
RPS4	6	6.7038e-05	0.00033961	0.004182	73	6	-1.2282	0.99993	0.99989	0.999995	827	0	-1.2282
KRT11	6	6.8426e-05	0.00034945	0.004189	74	6	-1.1853	0.99993	0.99989	0.999995	826	0	-1.1853
POLR2A	6	7.2001e-05	0.00034945	0.004189	75	6	-1.3251	0.99993	0.99988	0.999995	825	0	-1.3251
KRT15	6	7.3474e-05	0.0003593	0.00425	76	6	-1.4017	0.99993	0.99988	0.999995	824	0	-1.4017
KRT2	6	7.8045e-05	0.00037899	0.004425	77	6	-1.3523	0.99992	0.99988	0.999995	823	0	-1.3523
DSG4	6	8.0418e-05	0.00039867	0.004595	78	6	-1.274	0.99992	0.99988	0.999995	822	0	-1.274
KRT4	6	8.1222e-05	0.00040852	0.004649	79	6	-1.2318	0.99992	0.99988	0.999995	821	0	-1.2318
KRT13	6	8.2033e-05	0.0004282	0.00471	80	6	-1.2753	0.99992	0.99987	0.999995	820	0	-1.2753
KLK5	6	8.2851e-05	0.00043805	0.00471	81	6	-1.2581	0.99992	0.99987	0.999995	819	0	-1.2581
PSMB1	6	8.5344e-05	0.00044789	0.00471	82	6	-1.2732	0.99991	0.99987	0.999995	818	0	-1.2732
SPRR2A	6	8.7041e-05	0.00045774	0.00471	83	6	-1.4356	0.99991	0.99987	0.999995	817	0	-1.4356
PKM	6	8.79e-05	0.00045774	0.00471	84	6	-1.2936	0.99991	0.99987	0.999995	816	0	-1.2936
PSMC1	6	8.9639e-05	0.00045774	0.00471	85	6	-1.1494	0.99991	0.99987	0.999995	815	0	-1.1494
OCLN	6	9.052e-05	0.00045774	0.00471	86	6	-1.2625	0.99991	0.99987	0.999995	814	0	-1.2625
ACTB	6	9.1407e-05	0.00046758	0.00471	87	6	-1.3065	0.99991	0.99987	0.999995	813	0	-1.3065
KLK8	6	9.2302e-05	0.00046758	0.00471	88	6	-1.2718	0.99991	0.99987	0.999995	812	0	-1.2718
KLK13	6	9.3204e-05	0.00047742	0.00471	89	6	-1.3069	0.99991	0.99987	0.999995	811	0	-1.3069
HSP90AA1	6	9.4113e-05	0.00047742	0.00471	90	6	-1.1473	0.99991	0.99987	0.999995	810	0	-1.1473
RPS5	6	9.503e-05	0.00047742	0.00471	91	6	-1.1332	0.9999	0.99986	0.999995	809	0	-1.1332
KRT5	6	9.5954e-05	0.00048727	0.00471	92	6	-1.246	0.9999	0.99986	0.999995	808	0	-1.246
KRT16	6	9.6886e-05	0.00048727	0.00471	93	6	-1.0626	0.9999	0.99986	0.999995	807	0	-1.0626
TUBA1A	6	9.7825e-05	0.00049711	0.004754	94	6	-1.2366	0.9999	0.99986	0.999995	806	0	-1.2366
TP63	6	9.9726e-05	0.00050695	0.004797	95	6	-1.2358	0.9999	0.99986	0.999995	805	0	-1.2358
KRT18	6	0.00010069	0.0005168	0.00484	96	6	-1.2933	0.9999	0.99986	0.999995	804	0	-1.2933
UBA1	6	0.00010166	0.00053649	0.004972	97	6	-1.3051	0.9999	0.99986	0.999995	803	0	-1.3051
DSC1	6	0.00010263	0.00054633	0.005012	98	6	-1.2563	0.9999	0.99986	0.999995	802	0	-1.2563
KRT14	6	0.00010362	0.00055617	0.005051	99	6	-1.2521	0.9999	0.99985	0.999995	801	0	-1.2521
DSG2	6	0.00010461	0.00057586	0.005177	100	6	-1.1846	0.9999	0.99985	0.999995	800	0	-1.1846
KRT7	6	0.00010561	0.0005857	0.005198	101	6	-1.2555	0.99989	0.99985	0.999995	799	0	-1.2555
UBC	6	0.00010662	0.00059555	0.005198	102	6	-1.2384	0.99989	0.99985	0.999995	798	0	-1.2384
HSPA8	6	0.00010764	0.00059555	0.005198	103	6	-1.0512	0.99989	0.99985	0.999995	797	0	-1.0512
KRT19	6	0.00010867	0.00060539	0.005233	104	6	-1.2783	0.99989	0.99985	0.999995	796	0	-1.2783
DSG3	6	0.0001097	0.00062508	0.005301	105	6	-1.2115	0.99989	0.99985	0.999995	795	0	-1.2115
KLK12	6	0.00011074	0.00062508	0.005301	106	6	-1.2662	0.99989	0.99985	0.999995	794	0	-1.2662
NonTargeting_184	1	0.22155	0.22125	0.999995	107	1	-0.14985	0.77845	0.78035	0.949555	737	0	-0.14985
NonTargeting_210	1	0.22328	0.22279	0.999995	108	1	-0.12659	0.77672	0.77875	0.949555	736	0	-0.12659
NonTargeting_113	1	0.22431	0.22389	0.999995	109	1	-0.13141	0.77569	0.77747	0.949555	734	0	-0.13141
NonTargeting_412	1	0.22569	0.22538	0.999995	110	0	-0.11618	0.77431	0.77602	0.949555	732	0	-0.11618
NonTargeting_199	1	0.22638	0.22611	0.999995	111	0	-0.12985	0.77362	0.77538	0.949555	731	0	-0.12985
NonTargeting_229	1	0.22707	0.22688	0.999995	112	0	-0.12797	0.77293	0.77474	0.949555	730	0	-0.12797
NonTargeting_283	1	0.22741	0.22718	0.999995	113	0	-0.11886	0.77259	0.77435	0.949555	729	0	-0.11886
NonTargeting_317	1	0.22776	0.22755	0.999995	114	0	-0.11776	0.77224	0.77404	0.949555	728	0	-0.11776
NonTargeting_138	1	0.22879	0.22879	0.999995	115	0	-0.12834	0.77121	0.77291	0.949555	725	0	-0.12834
NonTargeting_209	1	0.22914	0.22906	0.999995	116	0	-0.11095	0.77086	0.77264	0.949555	724	0	-0.11095
NonTargeting_224	1	0.23017	0.23003	0.999995	117	0	-0.11513	0.76983	0.77156	0.949555	723	0	-0.11513
NonTargeting_124	1	0.23155	0.23139	0.999995	118	0	-0.10589	0.76845	0.77022	0.949555	722	0	-0.10589
NonTargeting_376	1	0.23224	0.23204	0.999995	119	0	-0.11464	0.76776	0.76956	0.949555	721	0	-0.11464
NonTargeting_355	1	0.23259	0.2325	0.999995	120	0	-0.11351	0.76741	0.76919	0.949555	720	0	-0.11351
NonTargeting_149	1	0.23328	0.23318	0.999995	121	0	-0.096178	0.76672	0.76859	0.949555	719	0	-0.096178
NonTargeting_341	1	0.23362	0.23345	0.999995	122	0	-0.1054	0.76638	0.7682	0.949555	717	0	-0.1054
NonTargeting_462	1	0.23397	0.23382	0.999995	123	0	-0.11596	0.76603	0.76776	0.949555	716	0	-0.11596
NonTargeting_115	1	0.23431	0.23415	0.999995	124	0	-0.1048	0.76569	0.76737	0.949555	715	0	-0.1048
NonTargeting_65	1	0.23466	0.23443	0.999995	125	0	-0.10248	0.76534	0.767	0.949555	714	0	-0.10248
NonTargeting_194	1	0.23603	0.23586	0.999995	126	0	-0.098507	0.76397	0.76559	0.949555	712	0	-0.098507
NonTargeting_205	1	0.23672	0.2367	0.999995	127	0	-0.10355	0.76328	0.76492	0.949555	711	0	-0.10355
NonTargeting_328	1	0.23845	0.23831	0.999995	128	0	-0.098917	0.76155	0.76333	0.949555	709	0	-0.098917
NonTargeting_395	1	0.23948	0.23933	0.999995	129	0	-0.10063	0.76052	0.76229	0.949555	708	0	-0.10063
NonTargeting_276	1	0.24017	0.24006	0.999995	130	0	-0.091943	0.75983	0.76159	0.949555	707	0	-0.091943
NonTargeting_120	1	0.24086	0.24069	0.999995	131	0	-0.092374	0.75914	0.76078	0.949555	706	0	-0.092374
NonTargeting_482	1	0.24259	0.24254	0.999995	132	0	-0.095583	0.75741	0.75911	0.949555	704	0	-0.095583
NonTargeting_455	1	0.24293	0.24285	0.999995	133	0	-0.093421	0.75707	0.75869	0.949555	703	0	-0.093421
NonTargeting_429	1	0.24397	0.24394	0.999995	134	0	-0.091212	0.75603	0.75754	0.949555	702	0	-0.091212
NonTargeting_369	1	0.24431	0.24439	0.999995	135	0	-0.089535	0.75569	0.75717	0.949555	701	0	-0.089535
NonTargeting_309	1	0.24534	0.24539	0.999995	136	0	-0.079023	0.75466	0.75624	0.949555	700	0	-0.079023
NonTargeting_299	1	0.24638	0.24631	0.999995	137	0	-0.080506	0.75362	0.75523	0.949555	699	0	-0.080506
NonTargeting_489	1	0.24914	0.249	0.999995	138	0	-0.080385	0.75086	0.75221	0.949555	696	0	-0.080385
NonTargeting_310	1	0.25017	0.25005	0.999995	139	0	-0.086283	0.74983	0.75115	0.949555	694	0	-0.086283
NonTargeting_282	1	0.25121	0.25095	0.999995	140	0	-0.081479	0.74879	0.7501	0.949555	693	0	-0.081479
NonTargeting_340	1	0.25328	0.25314	0.999995	141	0	-0.076778	0.74672	0.74813	0.949555	691	0	-0.076778
NonTargeting_445	1	0.25741	0.25753	0.999995	142	0	-0.080127	0.74259	0.74417	0.949555	688	0	-0.080127
NonTargeting_436	1	0.25879	0.25897	0.999995	143	0	-0.064826	0.74121	0.74273	0.949555	687	0	-0.064826
NonTargeting_28	1	0.26362	0.26404	0.999995	144	0	-0.063334	0.73638	0.73764	0.949555	682	0	-0.063334
NonTargeting_293	1	0.27121	0.27178	0.999995	145	0	-0.063297	0.72879	0.73032	0.949555	680	0	-0.063297
NonTargeting_103	1	0.27155	0.27208	0.999995	146	0	-0.064939	0.72845	0.72997	0.949555	679	0	-0.064939
NonTargeting_485	1	0.27293	0.27347	0.999995	147	0	-0.064487	0.72707	0.72862	0.949555	678	0	-0.064487
NonTargeting_313	1	0.27328	0.27386	0.999995	148	0	-0.066233	0.72672	0.72818	0.949555	677	0	-0.066233
NonTargeting_134	1	0.27362	0.27421	0.999995	149	0	-0.063116	0.72638	0.7279	0.949555	676	0	-0.063116
NonTargeting_131	1	0.27603	0.27673	0.999995	150	0	-0.063231	0.72397	0.72534	0.949555	675	0	-0.063231
NonTargeting_80	1	0.27638	0.27709	0.999995	151	0	-0.063147	0.72362	0.72506	0.949555	674	0	-0.063147
NonTargeting_24	1	0.27707	0.27776	0.999995	152	0	-0.065522	0.72293	0.72433	0.949555	673	0	-0.065522
NonTargeting_1	1	0.27776	0.27828	0.999995	153	0	-0.058978	0.72224	0.72355	0.949555	672	0	-0.058978
NonTargeting_259	1	0.27845	0.27905	0.999995	154	0	-0.057564	0.72155	0.72259	0.949555	671	0	-0.057564
NonTargeting_92	1	0.28086	0.28115	0.999995	155	0	-0.060479	0.71914	0.72017	0.949555	669	0	-0.060479
NonTargeting_151	1	0.28224	0.28242	0.999995	156	0	-0.064517	0.71776	0.71893	0.949555	668	0	-0.064517
NonTargeting_375	1	0.28259	0.28274	0.999995	157	0	-0.058708	0.71741	0.71858	0.949555	667	0	-0.058708
NonTargeting_465	1	0.28293	0.28306	0.999995	158	0	-0.059047	0.71707	0.71821	0.949555	666	0	-0.059047
NonTargeting_72	1	0.28466	0.28464	0.999995	159	0	-0.059613	0.71534	0.71644	0.949555	665	0	-0.059613
NonTargeting_144	1	0.28534	0.28554	0.999995	160	0	-0.048614	0.71466	0.71569	0.949555	664	0	-0.048614
NonTargeting_322	1	0.28569	0.28589	0.999995	161	0	-0.059697	0.71431	0.71535	0.949555	663	0	-0.059697
NonTargeting_37	1	0.28638	0.28668	0.999995	162	0	-0.05357	0.71362	0.71467	0.949555	662	0	-0.05357
NonTargeting_182	1	0.28776	0.288	0.999995	163	0	-0.055669	0.71224	0.71305	0.949555	661	0	-0.055669
NonTargeting_137	1	0.28845	0.2888	0.999995	164	0	-0.052436	0.71155	0.71241	0.949555	660	0	-0.052436
NonTargeting_470	1	0.29086	0.29115	0.999995	165	0	-0.056033	0.70914	0.70985	0.949555	656	0	-0.056033
NonTargeting_245	1	0.29224	0.29253	0.999995	166	0	-0.056211	0.70776	0.70834	0.949555	655	0	-0.056211
NonTargeting_430	1	0.29328	0.29367	0.999995	167	0	-0.05802	0.70672	0.70743	0.949555	654	0	-0.05802
NonTargeting_413	1	0.29569	0.29651	0.999995	168	0	-0.052316	0.70431	0.70531	0.949555	651	0	-0.052316
NonTargeting_58	1	0.29672	0.29749	0.999995	169	0	-0.050163	0.70328	0.70413	0.949555	649	0	-0.050163
NonTargeting_480	1	0.29776	0.29852	0.999995	170	0	-0.058363	0.70224	0.70311	0.949555	648	0	-0.058363
NonTargeting_98	1	0.29879	0.29942	0.999995	171	0	-0.047456	0.70121	0.70203	0.949555	647	0	-0.047456
NonTargeting_126	1	0.29948	0.30001	0.999995	172	0	-0.048317	0.70052	0.70147	0.949555	646	0	-0.048317
NonTargeting_76	1	0.3019	0.30239	0.999995	173	0	-0.050086	0.6981	0.69898	0.949555	644	0	-0.050086
NonTargeting_169	1	0.30259	0.30303	0.999995	174	0	-0.048968	0.69741	0.69828	0.949555	642	0	-0.048968
NonTargeting_440	1	0.305	0.30534	0.999995	175	0	-0.046836	0.695	0.69583	0.949555	640	0	-0.046836
NonTargeting_147	1	0.30603	0.30634	0.999995	176	0	-0.048976	0.69397	0.69477	0.949555	639	0	-0.048976
NonTargeting_348	1	0.30879	0.3089	0.999995	177	0	-0.045136	0.69121	0.69241	0.949555	638	0	-0.045136
NonTargeting_273	1	0.3119	0.31218	0.999995	178	0	-0.046962	0.6881	0.68917	0.949555	635	0	-0.046962
NonTargeting_69	1	0.31224	0.31254	0.999995	179	0	-0.0455	0.68776	0.68894	0.949555	634	0	-0.0455
NonTargeting_349	1	0.31362	0.31392	0.999995	180	0	-0.044993	0.68638	0.68771	0.949555	633	0	-0.044993
NonTargeting_43	1	0.31397	0.31418	0.999995	181	0	-0.043135	0.68603	0.68741	0.949555	632	0	-0.043135
NonTargeting_252	1	0.31707	0.31716	0.999995	182	0	-0.042045	0.68293	0.68426	0.949555	629	0	-0.042045
NonTargeting_265	1	0.31845	0.31862	0.999995	183	0	-0.047172	0.68155	0.68294	0.949555	628	0	-0.047172
NonTargeting_97	1	0.31983	0.32016	0.999995	184	0	-0.04387	0.68017	0.6817	0.949555	627	0	-0.04387
NonTargeting_251	1	0.32086	0.3212	0.999995	185	0	-0.038807	0.67914	0.68056	0.949555	625	0	-0.038807
NonTargeting_260	1	0.32121	0.32151	0.999995	186	0	-0.045587	0.67879	0.68023	0.949555	624	0	-0.045587
NonTargeting_91	1	0.32224	0.32235	0.999995	187	0	-0.043663	0.67776	0.67935	0.949555	623	0	-0.043663
NonTargeting_300	1	0.32328	0.32346	0.999995	188	0	-0.041483	0.67672	0.67827	0.949555	622	0	-0.041483
NonTargeting_236	1	0.32397	0.3242	0.999995	189	0	-0.041371	0.67603	0.67761	0.949555	620	0	-0.041371
NonTargeting_497	1	0.325	0.32518	0.999995	190	0	-0.037889	0.675	0.67683	0.949555	619	0	-0.037889
NonTargeting_119	1	0.32638	0.32649	0.999995	191	0	-0.043325	0.67362	0.6755	0.949555	618	0	-0.043325
NonTargeting_278	1	0.32707	0.32706	0.999995	192	0	-0.040781	0.67293	0.67488	0.949555	616	0	-0.040781
NonTargeting_117	1	0.32776	0.32788	0.999995	193	0	-0.047442	0.67224	0.67428	0.949555	615	0	-0.047442
NonTargeting_231	1	0.33155	0.33165	0.999995	194	0	-0.038868	0.66845	0.67057	0.949555	613	0	-0.038868
NonTargeting_185	1	0.33224	0.33236	0.999995	195	0	-0.041107	0.66776	0.66994	0.949555	612	0	-0.041107
NonTargeting_424	1	0.33293	0.33308	0.999995	196	0	-0.039598	0.66707	0.66925	0.949555	611	0	-0.039598
NonTargeting_180	1	0.33328	0.3334	0.999995	197	0	-0.03829	0.66672	0.66881	0.949555	610	0	-0.03829
NonTargeting_141	1	0.33397	0.33413	0.999995	198	0	-0.042436	0.66603	0.66812	0.949555	608	0	-0.042436
NonTargeting_409	1	0.33603	0.33632	0.999995	199	0	-0.039781	0.66397	0.66621	0.949555	607	0	-0.039781
NonTargeting_111	1	0.3381	0.3385	0.999995	200	0	-0.036393	0.6619	0.66426	0.949555	605	0	-0.036393
NonTargeting_4	1	0.33845	0.33881	0.999995	201	0	-0.034245	0.66155	0.66389	0.949555	604	0	-0.034245
NonTargeting_186	1	0.34052	0.34094	0.999995	202	0	-0.040516	0.65948	0.66179	0.949555	601	0	-0.040516
NonTargeting_125	1	0.34121	0.34171	0.999995	203	0	-0.036284	0.65879	0.66126	0.949555	599	0	-0.036284
NonTargeting_89	1	0.3419	0.34235	0.999995	204	0	-0.041263	0.6581	0.66071	0.949555	598	0	-0.041263
NonTargeting_447	1	0.34328	0.34411	0.999995	205	0	-0.03912	0.65672	0.65948	0.949555	595	0	-0.03912
NonTargeting_387	1	0.34603	0.34671	0.999995	206	0	-0.039108	0.65397	0.65667	0.949555	593	0	-0.039108
NonTargeting_410	1	0.34983	0.35033	0.999995	207	0	-0.035147	0.65017	0.65299	0.949555	591	0	-0.035147
NonTargeting_350	1	0.35603	0.35652	0.999995	208	0	-0.029784	0.64397	0.64643	0.949555	588	0	-0.029784
NonTargeting_307	1	0.35879	0.35909	0.999995	209	0	-0.031102	0.64121	0.64362	0.949555	587	0	-0.031102
NonTargeting_96	1	0.35914	0.35942	0.999995	210	0	-0.03167	0.64086	0.64325	0.949555	586	0	-0.03167
NonTargeting_30	1	0.36121	0.36134	0.999995	211	0	-0.029557	0.63879	0.64129	0.949555	585	0	-0.029557
NonTargeting_121	1	0.36224	0.36236	0.999995	212	0	-0.025194	0.63776	0.64018	0.949555	584	0	-0.025194
NonTargeting_179	1	0.36328	0.36355	0.999995	213	0	-0.026546	0.63672	0.63904	0.949555	583	0	-0.026546
NonTargeting_110	1	0.36397	0.36418	0.999995	214	0	-0.028354	0.63603	0.63843	0.949555	582	0	-0.028354
NonTargeting_407	1	0.36431	0.36452	0.999995	215	0	-0.030182	0.63569	0.63811	0.949555	581	0	-0.030182
NonTargeting_176	1	0.36466	0.36484	0.999995	216	0	-0.026443	0.63534	0.63777	0.949555	580	0	-0.026443
NonTargeting_451	1	0.365	0.36522	0.999995	217	0	-0.027353	0.635	0.6375	0.949555	579	0	-0.027353
NonTargeting_59	1	0.36534	0.36557	0.999995	218	0	-0.028013	0.63466	0.6371	0.949555	578	0	-0.028013
NonTargeting_213	1	0.36569	0.36596	0.999995	219	0	-0.028552	0.63431	0.63668	0.949555	577	0	-0.028552
NonTargeting_188	1	0.36603	0.36623	0.999995	220	0	-0.02948	0.63397	0.63633	0.949555	576	0	-0.02948
NonTargeting_374	1	0.37121	0.37137	0.999995	221	0	-0.027041	0.62879	0.63097	0.949555	573	0	-0.027041
NonTargeting_164	1	0.37224	0.37248	0.999995	222	0	-0.027245	0.62776	0.62993	0.949555	571	0	-0.027245
NonTargeting_415	1	0.37397	0.37428	0.999995	223	0	-0.024935	0.62603	0.62802	0.949555	570	0	-0.024935
NonTargeting_48	1	0.37845	0.379	0.999995	224	0	-0.025714	0.62155	0.6234	0.949555	569	0	-0.025714
NonTargeting_261	1	0.3819	0.38241	0.999995	225	0	-0.024038	0.6181	0.61982	0.949555	566	0	-0.024038
NonTargeting_93	1	0.38569	0.3863	0.999995	226	0	-0.019755	0.61431	0.61596	0.949555	564	0	-0.019755
