Gene	Num_sgRNAs	RRA_Score_Neg	PValue_Neg	FDR_Neg	Rank_Neg	neg|goodsgrna	LFC_Neg	RRA_Score_Pos	PValue_Pos	FDR_Pos	Rank_Pos	pos|goodsgrna	LFC_Pos	FDR	Direction	logFC	RRA_Score	Significance
ESAM	6	5.5177e-06	2.4747e-05	0.000851	21	6	-1.8008	0.99999	1.0	0.999995	876	0	-1.8008	0.000851	depleted	-1.8008	5.5177e-06	significant
VWF	6	6.5324e-06	2.4747e-05	0.000851	22	6	-1.6355	0.99999	1.0	0.999995	875	0	-1.6355	0.000851	depleted	-1.6355	6.5324e-06	significant
TJP1	6	6.6319e-06	2.4747e-05	0.000851	23	6	-1.4084	0.99999	1.0	0.999995	874	0	-1.4084	0.000851	depleted	-1.4084	6.6319e-06	significant
JAM3	6	7.1484e-06	2.4747e-05	0.000851	24	6	-1.5602	0.99999	1.0	0.999995	873	0	-1.5602	0.000851	depleted	-1.5602	7.1484e-06	significant
VCAM1	6	7.5853e-06	2.4747e-05	0.000851	25	6	-1.5725	0.99999	1.0	0.999995	872	0	-1.5725	0.000851	depleted	-1.5725	7.5853e-06	significant
EDNRB	6	7.812e-06	2.4747e-05	0.000851	26	6	-1.6109	0.99999	1.0	0.999995	871	0	-1.6109	0.000851	depleted	-1.6109	7.812e-06	significant
CD36	6	8.1626e-06	3.4646e-05	0.001106	27	6	-1.4329	0.99999	1.0	0.999995	870	0	-1.4329	0.001106	depleted	-1.4329	8.1626e-06	significant
TJP2	6	8.5263e-06	3.4646e-05	0.001106	28	6	-1.597	0.99999	1.0	0.999995	869	0	-1.597	0.001106	depleted	-1.597	8.5263e-06	significant
PGK1	6	1.0407e-05	4.4545e-05	0.001244	29	6	-1.333	0.99999	1.0	0.999995	868	0	-1.333	0.001244	depleted	-1.333	1.0407e-05	significant
ACE	6	1.0852e-05	4.4545e-05	0.001244	30	6	-1.4524	0.99999	1.0	0.999995	867	0	-1.4524	0.001244	depleted	-1.4524	1.0852e-05	significant
JAM2	6	1.1095e-05	4.4545e-05	0.001244	31	6	-1.7546	0.99999	1.0	0.999995	866	0	-1.7546	0.001244	depleted	-1.7546	1.1095e-05	significant
ETS1	6	1.1628e-05	4.4545e-05	0.001244	32	6	-1.2648	0.99999	1.0	0.999995	865	0	-1.2648	0.001244	depleted	-1.2648	1.1628e-05	significant
ICAM1	6	1.2621e-05	5.4444e-05	0.001391	33	6	-1.5775	0.99999	1.0	0.999995	864	0	-1.5775	0.001391	depleted	-1.5775	1.2621e-05	significant
SELP	6	1.3683e-05	5.4444e-05	0.001391	34	6	-1.5496	0.99999	1.0	0.999995	863	0	-1.5496	0.001391	depleted	-1.5496	1.3683e-05	significant
ANG5	6	1.4053e-05	5.4444e-05	0.001391	35	6	-1.3158	0.99999	1.0	0.999995	862	0	-1.3158	0.001391	depleted	-1.3158	1.4053e-05	significant
NOS3	6	1.9345e-05	7.4241e-05	0.001747	36	6	-1.7323	0.99996	0.99999	0.999995	848	0	-1.7323	0.001747	depleted	-1.7323	1.9345e-05	significant
OCLN	6	1.9927e-05	7.4241e-05	0.001747	37	6	-1.5471	0.99998	1.0	0.999995	860	0	-1.5471	0.001747	depleted	-1.5471	1.9927e-05	significant
PROCR	6	2.0434e-05	7.4241e-05	0.001747	38	6	-1.4123	0.99998	1.0	0.999995	859	0	-1.4123	0.001747	depleted	-1.4123	2.0434e-05	significant
CD93	6	2.1478e-05	8.414e-05	0.001881	39	6	-1.2018	0.99998	1.0	0.999995	858	0	-1.2018	0.001881	depleted	-1.2018	2.1478e-05	significant
CLDN5	6	2.229e-05	8.414e-05	0.001881	40	6	-1.3926	0.99998	1.0	0.999995	857	0	-1.3926	0.001881	depleted	-1.3926	2.229e-05	significant
EPHB4	6	2.3991e-05	9.4039e-05	0.001936	41	6	-1.2457	0.99998	1.0	0.999995	856	0	-1.2457	0.001936	depleted	-1.2457	2.3991e-05	significant
LYVE1	6	2.805e-05	9.4039e-05	0.001936	42	6	-1.2202	0.99997	0.99999	0.999995	855	0	-1.2202	0.001936	depleted	-1.2202	2.805e-05	significant
ENTPD1	6	2.9064e-05	0.00010394	0.001936	43	6	-1.3891	0.99997	0.99999	0.999995	854	0	-1.3891	0.001936	depleted	-1.3891	2.9064e-05	significant
CLEC14A	6	3.0822e-05	0.00010394	0.001936	44	6	-1.5738	0.99997	0.99999	0.999995	853	0	-1.5738	0.001936	depleted	-1.5738	3.0822e-05	significant
ENO1	6	3.1549e-05	0.00010394	0.001936	45	6	-1.0266	0.99997	0.99999	0.999995	852	0	-1.0266	0.001936	depleted	-1.0266	3.1549e-05	significant
ERG	6	3.343e-05	0.00010394	0.001936	46	6	-1.256	0.99997	0.99999	0.999995	851	0	-1.256	0.001936	depleted	-1.256	3.343e-05	significant
RPS5	6	3.3817e-05	0.00010394	0.001936	47	6	-1.4547	0.99997	0.99999	0.999995	850	0	-1.4547	0.001936	depleted	-1.4547	3.3817e-05	significant
PODXL	6	3.4208e-05	0.00010394	0.001936	48	6	-1.2608	0.99997	0.99999	0.999995	849	0	-1.2608	0.001936	depleted	-1.2608	3.4208e-05	significant
PSMA2	6	3.8763e-05	0.00012374	0.002258	49	6	-1.0607	0.99996	0.99998	0.999995	847	0	-1.0607	0.002258	depleted	-1.0607	3.8763e-05	significant
RAMP2	6	4.2856e-05	0.00015343	0.002638	50	6	-1.1535	0.99996	0.99998	0.999995	846	0	-1.1535	0.002638	depleted	-1.1535	4.2856e-05	significant
THBD	6	4.3813e-05	0.00015343	0.002638	51	6	-1.1395	0.99996	0.99998	0.999995	845	0	-1.1395	0.002638	depleted	-1.1395	4.3813e-05	significant
HSP90AA1	6	4.5281e-05	0.00015343	0.002638	52	6	-1.0706	0.99995	0.99998	0.999995	844	0	-1.0706	0.002638	depleted	-1.0706	4.5281e-05	significant
TIE2	6	4.6283e-05	0.00016333	0.002755	53	6	-1.1462	0.99995	0.99998	0.999995	843	0	-1.1462	0.002755	depleted	-1.1462	4.6283e-05	significant
PSMD1	6	4.782e-05	0.00017323	0.002868	54	6	-1.1457	0.99995	0.99997	0.999995	842	0	-1.1457	0.002868	depleted	-1.1457	4.782e-05	significant
SELE	6	5.5566e-05	0.00020293	0.00324	55	6	-1.2653	0.99994	0.99995	0.999995	841	0	-1.2653	0.00324	depleted	-1.2653	5.5566e-05	significant
RPS4	6	5.6754e-05	0.00020293	0.00324	56	6	-1.3761	0.99994	0.99995	0.999995	840	0	-1.3761	0.00324	depleted	-1.3761	5.6754e-05	significant
AGTR1	6	5.9318e-05	0.00021282	0.003338	57	6	-1.6075	0.99987	0.99989	0.999995	820	0	-1.6075	0.003338	depleted	-1.6075	5.9318e-05	significant
GJA4	6	6.367e-05	0.00022272	0.003433	58	6	-1.0093	0.99994	0.99995	0.999995	839	0	-1.0093	0.003433	depleted	-1.0093	6.367e-05	significant
RPL5	6	6.7729e-05	0.00023262	0.003525	59	6	-1.2927	0.99993	0.99994	0.999995	838	0	-1.2927	0.003525	depleted	-1.2927	6.7729e-05	significant
GJA5	6	7.0553e-05	0.00024252	0.003614	60	6	-1.1831	0.99993	0.99994	0.999995	837	0	-1.1831	0.003614	depleted	-1.1831	7.0553e-05	significant
PSMB1	6	7.5731e-05	0.00026232	0.003844	61	6	-1.062	0.99992	0.99993	0.999995	836	0	-1.062	0.003844	depleted	-1.062	7.5731e-05	significant
CD248	6	7.6496e-05	0.00027222	0.003925	62	6	-1.285	0.99992	0.99993	0.999995	835	0	-1.285	0.003925	depleted	-1.285	7.6496e-05	significant
PKM	6	8.2033e-05	0.00030191	0.004217	63	6	-0.99705	0.99992	0.99992	0.999995	834	0	-0.99705	0.004217	depleted	-0.99705	8.2033e-05	significant
ACKR3	6	8.2851e-05	0.00030191	0.004217	64	6	-0.8863	0.99992	0.99992	0.999995	833	0	-0.8863	0.004217	depleted	-0.8863	8.2851e-05	significant
VEGFA2	6	8.4506e-05	0.00031181	0.004224	65	6	-1.0969	0.99992	0.99992	0.999995	832	0	-1.0969	0.004224	depleted	-1.0969	8.4506e-05	significant
VEGFA3	6	8.6189e-05	0.00031181	0.004224	66	6	-1.1249	0.99991	0.99992	0.999995	831	0	-1.1249	0.004224	depleted	-1.1249	8.6189e-05	significant
RAMP3	6	8.9639e-05	0.00032171	0.004293	67	6	-1.2307	0.99991	0.99992	0.999995	830	0	-1.2307	0.004293	depleted	-1.2307	8.9639e-05	significant
RPS3	6	9.3204e-05	0.00034151	0.00449	68	6	-1.4283	0.99991	0.99992	0.999995	829	0	-1.4283	0.00449	depleted	-1.4283	9.3204e-05	significant
ANG1	6	9.8771e-05	0.000391	0.005066	69	6	-0.8542	0.9999	0.99992	0.999995	828	0	-0.8542	0.005066	depleted	-0.8542	9.8771e-05	significant
FCN3	6	0.00011074	0.00047019	0.00588	70	6	-1.194	0.99989	0.99991	0.999995	827	0	-1.194	0.00588	depleted	-1.194	0.00011074	significant
VEGFA4	6	0.00011179	0.00047019	0.00588	71	6	-0.89386	0.99989	0.99991	0.999995	826	0	-0.89386	0.00588	depleted	-0.89386	0.00011179	significant
VEGFA1	6	0.00011285	0.00048009	0.00588	72	6	-1.2282	0.99989	0.99991	0.999995	825	0	-1.2282	0.00588	depleted	-1.2282	0.00011285	significant
JAM1	6	0.00011391	0.00048009	0.00588	73	6	-1.3551	0.99989	0.99991	0.999995	824	0	-1.3551	0.00588	depleted	-1.3551	0.00011391	significant
EFNB2	6	0.00011937	0.00048999	0.00588	74	6	-1.1061	0.99988	0.99989	0.999995	823	0	-1.1061	0.00588	depleted	-1.1061	0.00011937	significant
HSPA8	6	0.00012162	0.00049989	0.00588	75	6	-1.0982	0.99988	0.99989	0.999995	822	0	-1.0982	0.00588	depleted	-1.0982	0.00012162	significant
VEGFA5	6	0.00012505	0.00049989	0.00588	76	6	-0.99305	0.99987	0.99989	0.999995	821	0	-0.99305	0.00588	depleted	-0.99305	0.00012505	significant
MMRN1	6	0.00013833	0.00057908	0.006723	77	6	-0.97043	0.99986	0.99986	0.999995	819	0	-0.97043	0.006723	depleted	-0.97043	0.00013833	significant
UBC	6	0.00014086	0.00058898	0.006751	78	6	-1.2401	0.99986	0.99985	0.999995	818	0	-1.2401	0.006751	depleted	-1.2401	0.00014086	significant
GAPDH	6	0.00014344	0.00061868	0.007001	79	6	-0.83052	0.99986	0.99985	0.999995	817	0	-0.83052	0.007001	depleted	-0.83052	0.00014344	significant
STAB1	6	0.00014737	0.00062858	0.007024	80	6	-1.3807	0.99985	0.99984	0.999995	816	0	-1.3807	0.007024	depleted	-1.3807	0.00014737	significant
TUBA1A	6	0.00015276	0.00063847	0.007047	81	6	-1.023	0.99985	0.99983	0.999995	814	0	-1.023	0.007047	depleted	-1.023	0.00015276	significant
STAB2	6	0.00019864	0.00083645	0.009119	82	6	-1.4307	0.9998	0.99979	0.999995	813	0	-1.4307	0.009119	depleted	-1.4307	0.00019864	significant
PSMA1	6	0.0002038	0.00085625	0.009223	83	6	-1.2113	0.9998	0.99979	0.999995	812	0	-1.2113	0.009223	depleted	-1.2113	0.0002038	significant
ANG3	6	0.00021085	0.00094534	0.010061	84	6	-1.2132	0.99979	0.99978	0.999995	811	0	-1.2132	0.010061	depleted	-1.2132	0.00021085	significant
PROX1	6	0.00023324	0.0011334	0.011921	85	6	-1.5204	0.99977	0.99974	0.999995	810	0	-1.5204	0.011921	depleted	-1.5204	0.00023324	significant
ACTB	6	0.00023715	0.0011631	0.012091	86	6	-0.93128	0.99976	0.99974	0.999995	809	0	-0.93128	0.012091	depleted	-0.93128	0.00023715	significant
DLL1	6	0.00024719	0.0012126	0.012461	87	6	-0.98953	0.99975	0.99973	0.999995	808	0	-0.98953	0.012461	depleted	-0.98953	0.00024719	significant
TUBB	6	0.0002766	0.0013314	0.013374	88	6	-1.1357	0.99936	0.99928	0.999995	798	0	-1.1357	0.013374	depleted	-1.1357	0.0002766	significant
LDHA	6	0.00027718	0.0013314	0.013374	89	6	-1.1623	0.99972	0.99969	0.999995	807	0	-1.1623	0.013374	depleted	-1.1623	0.00027718	significant
RPL3	6	0.00029328	0.0014304	0.014092	90	6	-0.77879	0.99971	0.99968	0.999995	806	0	-0.77879	0.014092	depleted	-0.77879	0.00029328	significant
ANG2	6	0.00029802	0.0014403	0.014092	91	6	-1.3079	0.9997	0.99966	0.999995	805	0	-1.3079	0.014092	depleted	-1.3079	0.00029802	significant
ROBO4	6	0.00030041	0.0014502	0.014092	92	6	-1.4359	0.9997	0.99966	0.999995	804	0	-1.4359	0.014092	depleted	-1.4359	0.00030041	significant
EMCN	6	0.00032782	0.0016086	0.015463	93	6	-1.3182	0.99967	0.99963	0.999995	803	0	-1.3182	0.015463	depleted	-1.3182	0.00032782	significant
PLVAP	6	0.00033564	0.0016779	0.015957	94	6	-0.91918	0.99966	0.99963	0.999995	802	0	-0.91918	0.015957	depleted	-0.91918	0.00033564	significant
ANG4	6	0.0003949	0.0019352	0.018211	95	6	-1.1309	0.99961	0.99956	0.999995	801	0	-1.1309	0.018211	depleted	-1.1309	0.0003949	significant
ACKR1	6	0.00049814	0.0024302	0.022392	96	6	-1.0624	0.9995	0.99945	0.999995	800	0	-1.0624	0.022392	depleted	-1.0624	0.00049814	significant
ACTG1	6	0.00049851	0.0024302	0.022392	97	6	-1.3016	0.99919	0.9991	0.999995	796	0	-1.3016	0.022392	depleted	-1.3016	0.00049851	significant
POLR2A	6	0.0005055	0.0024698	0.022392	98	6	-1.0305	0.99949	0.99944	0.999995	799	0	-1.0305	0.022392	depleted	-1.0305	0.0005055	significant
MMRN2	6	0.00050766	0.0024797	0.022392	99	5	-1.3464	0.99851	0.99847	0.999995	793	0	-1.3464	0.022392	depleted	-1.3464	0.00050766	significant
UBA1	6	0.00073657	0.0036081	0.032257	100	6	-0.93258	0.99926	0.99914	0.999995	797	0	-0.93258	0.032257	depleted	-0.93258	0.00073657	significant
PSMC1	6	0.0008728	0.0044693	0.03956	101	6	-1.1822	0.99913	0.99903	0.999995	795	0	-1.1822	0.03956	depleted	-1.1822	0.0008728	significant
RPL4	6	0.00088455	0.0045188	0.039606	102	6	-0.76796	0.99912	0.99902	0.999995	794	0	-0.76796	0.039606	depleted	-0.76796	0.00088455	significant
NCOA2	6	0.050356	0.14244	0.999995	103	4	-0.38453	0.41844	0.63959	0.887407	491	1	-0.38453	0.887407	enriched	-0.38453	0.41844	not_significant
NonTargeting_436	1	0.061897	0.062437	0.541928	104	1	-1.2047	0.9381	0.93835	0.999995	786	0	-1.2047	0.541928	depleted	-1.2047	0.061897	not_significant
OR7A2	6	0.081212	0.20744	0.999995	105	4	-0.25406	0.10193	0.25904	0.864375	171	1	-0.25406	0.864375	enriched	-0.25406	0.10193	not_significant
NonTargeting_178	1	0.18224	0.18181	0.999995	106	1	-0.75394	0.81776	0.81896	0.957054	781	0	-0.75394	0.957054	enriched	-0.75394	0.81776	not_significant
NonTargeting_350	1	0.18603	0.18542	0.999995	107	1	-0.69893	0.81397	0.81527	0.953997	779	0	-0.69893	0.953997	enriched	-0.69893	0.81397	not_significant
NonTargeting_213	1	0.18741	0.18699	0.999995	108	1	-0.6755	0.81259	0.81398	0.953728	778	0	-0.6755	0.953728	enriched	-0.6755	0.81259	not_significant
NonTargeting_120	1	0.19293	0.1926	0.999995	109	1	-0.65878	0.80707	0.80887	0.948987	777	0	-0.65878	0.948987	enriched	-0.65878	0.80707	not_significant
NonTargeting_433	1	0.19879	0.1984	0.999995	110	1	-0.70269	0.80121	0.80322	0.943594	775	0	-0.70269	0.943594	enriched	-0.70269	0.80121	not_significant
SLC6A14	6	0.20024	0.38004	0.999995	111	3	-0.17015	0.80226	0.89203	0.999995	776	1	-0.17015	0.999995	enriched	-0.17015	0.80226	not_significant
NonTargeting_343	1	0.21086	0.2105	0.999995	112	1	-0.66126	0.78914	0.79101	0.930479	771	0	-0.66126	0.930479	enriched	-0.66126	0.78914	not_significant
NonTargeting_224	1	0.21397	0.21353	0.999995	113	1	-0.61115	0.78603	0.78796	0.929338	770	0	-0.61115	0.929338	enriched	-0.61115	0.78603	not_significant
NonTargeting_367	1	0.21638	0.21599	0.999995	114	1	-0.66421	0.78362	0.78563	0.927807	768	0	-0.66421	0.927807	enriched	-0.66421	0.78362	not_significant
NonTargeting_118	1	0.21672	0.21633	0.999995	115	1	-0.61623	0.78328	0.78526	0.927807	767	0	-0.61623	0.927807	enriched	-0.61623	0.78328	not_significant
NonTargeting_56	1	0.2181	0.21781	0.999995	116	1	-0.53175	0.7819	0.78395	0.927807	766	0	-0.53175	0.927807	enriched	-0.53175	0.7819	not_significant
NonTargeting_225	1	0.21879	0.21852	0.999995	117	1	-0.59005	0.78121	0.7832	0.927807	765	0	-0.59005	0.927807	enriched	-0.59005	0.78121	not_significant
NonTargeting_76	1	0.22569	0.22543	0.999995	118	1	-0.56221	0.77431	0.77604	0.922584	763	0	-0.56221	0.922584	enriched	-0.56221	0.77431	not_significant
NonTargeting_415	1	0.22776	0.2276	0.999995	119	1	-0.57861	0.77224	0.77405	0.921585	761	0	-0.57861	0.921585	enriched	-0.57861	0.77224	not_significant
ABCG8	6	0.22814	0.41442	0.999995	120	2	-0.091698	0.95485	0.95592	0.999995	788	1	-0.091698	0.999995	enriched	-0.091698	0.95485	not_significant
NonTargeting_443	1	0.22948	0.22945	0.999995	121	1	-0.53644	0.77052	0.77226	0.921585	759	0	-0.53644	0.921585	enriched	-0.53644	0.77052	not_significant
NonTargeting_364	1	0.23224	0.2321	0.999995	122	1	-0.44309	0.76776	0.76955	0.920988	757	0	-0.44309	0.920988	enriched	-0.44309	0.76776	not_significant
NonTargeting_402	1	0.23362	0.23351	0.999995	123	1	-0.45134	0.76638	0.76819	0.920597	756	0	-0.45134	0.920597	enriched	-0.45134	0.76638	not_significant
NonTargeting_112	1	0.23431	0.23421	0.999995	124	1	-0.4869	0.76569	0.76736	0.920597	755	0	-0.4869	0.920597	enriched	-0.4869	0.76569	not_significant
NonTargeting_103	1	0.23569	0.23555	0.999995	125	1	-0.4742	0.76431	0.76586	0.920597	754	0	-0.4742	0.920597	enriched	-0.4742	0.76431	not_significant
NonTargeting_16	1	0.23741	0.23733	0.999995	126	1	-0.49362	0.76259	0.76419	0.920597	753	0	-0.49362	0.920597	enriched	-0.49362	0.76259	not_significant
NonTargeting_57	1	0.2381	0.23805	0.999995	127	1	-0.47083	0.7619	0.76364	0.920597	752	0	-0.47083	0.920597	enriched	-0.47083	0.7619	not_significant
NonTargeting_113	1	0.24121	0.24119	0.999995	128	1	-0.43194	0.75879	0.76041	0.920597	751	0	-0.43194	0.920597	enriched	-0.43194	0.75879	not_significant
NonTargeting_336	1	0.24328	0.24325	0.999995	129	1	-0.44674	0.75672	0.75832	0.919856	749	0	-0.44674	0.919856	enriched	-0.44674	0.75672	not_significant
NonTargeting_370	1	0.24362	0.24364	0.999995	130	1	-0.45759	0.75638	0.75796	0.919856	748	0	-0.45759	0.919856	enriched	-0.45759	0.75638	not_significant
NonTargeting_217	1	0.24466	0.24482	0.999995	131	1	-0.41849	0.75534	0.7568	0.919856	747	0	-0.41849	0.919856	enriched	-0.41849	0.75534	not_significant
NonTargeting_497	1	0.24534	0.24546	0.999995	132	1	-0.43249	0.75466	0.75624	0.919856	746	0	-0.43249	0.919856	enriched	-0.43249	0.75466	not_significant
NonTargeting_467	1	0.24569	0.2457	0.999995	133	1	-0.42575	0.75431	0.75585	0.919856	745	0	-0.42575	0.919856	enriched	-0.42575	0.75431	not_significant
TAS2R20	6	0.24648	0.43828	0.999995	134	3	-0.12535	0.60877	0.77417	0.921585	647	2	-0.12535	0.921585	enriched	-0.12535	0.60877	not_significant
NonTargeting_39	1	0.24707	0.24711	0.999995	135	1	-0.3987	0.75293	0.75454	0.919856	744	0	-0.3987	0.919856	enriched	-0.3987	0.75293	not_significant
NonTargeting_117	1	0.24845	0.24851	0.999995	136	1	-0.4309	0.75155	0.75297	0.919856	743	0	-0.4309	0.919856	enriched	-0.4309	0.75155	not_significant
NonTargeting_310	1	0.24983	0.24975	0.999995	137	1	-0.44138	0.75017	0.75157	0.919856	742	0	-0.44138	0.919856	enriched	-0.44138	0.75017	not_significant
NonTargeting_92	1	0.25017	0.25013	0.999995	138	1	-0.40554	0.74983	0.75118	0.919856	741	0	-0.40554	0.919856	enriched	-0.40554	0.74983	not_significant
NonTargeting_278	1	0.25224	0.25225	0.999995	139	1	-0.38614	0.74776	0.74927	0.919856	740	0	-0.38614	0.919856	enriched	-0.38614	0.74776	not_significant
NonTargeting_145	1	0.25431	0.25429	0.999995	140	1	-0.44348	0.74569	0.74715	0.919856	738	0	-0.44348	0.919856	enriched	-0.44348	0.74569	not_significant
NonTargeting_245	1	0.25603	0.25615	0.999995	141	1	-0.4035	0.74397	0.74553	0.919856	737	0	-0.4035	0.919856	enriched	-0.4035	0.74397	not_significant
NonTargeting_233	1	0.26155	0.26178	0.999995	142	1	-0.34291	0.73845	0.73996	0.914974	736	0	-0.34291	0.914974	enriched	-0.34291	0.73845	not_significant
NonTargeting_84	1	0.26328	0.26383	0.999995	143	1	-0.35273	0.73672	0.73802	0.913839	735	0	-0.35273	0.913839	enriched	-0.35273	0.73672	not_significant
NonTargeting_148	1	0.265	0.2657	0.999995	144	1	-0.34777	0.735	0.7363	0.913839	733	0	-0.34777	0.913839	enriched	-0.34777	0.735	not_significant
NonTargeting_43	1	0.26741	0.26819	0.999995	145	1	-0.37973	0.73259	0.73382	0.912421	732	0	-0.37973	0.912421	enriched	-0.37973	0.73259	not_significant
ABCC13	6	0.26759	0.46415	0.999995	146	3	-0.0017551	0.3236	0.55065	0.885525	400	3	-0.0017551	0.885525	enriched	-0.0017551	0.3236	not_significant
NonTargeting_301	1	0.26776	0.26859	0.999995	147	1	-0.38304	0.73224	0.73351	0.912421	731	0	-0.38304	0.912421	enriched	-0.38304	0.73224	not_significant
TAS2R15	6	0.26824	0.4649	0.999995	148	3	-0.16252	0.77149	0.87046	0.999995	760	1	-0.16252	0.999995	enriched	-0.16252	0.77149	not_significant
NonTargeting_299	1	0.26914	0.2699	0.999995	149	1	-0.3516	0.73086	0.73229	0.912421	730	0	-0.3516	0.912421	enriched	-0.3516	0.73086	not_significant
NonTargeting_75	1	0.26948	0.27026	0.999995	150	1	-0.34506	0.73052	0.73189	0.912421	728	0	-0.34506	0.912421	enriched	-0.34506	0.73052	not_significant
CDKN1B	6	0.27214	0.46974	0.999995	151	3	-0.094626	0.96589	0.96573	0.999995	791	0	-0.094626	0.999995	enriched	-0.094626	0.96589	not_significant
NonTargeting_452	1	0.27224	0.27289	0.999995	152	1	-0.4096	0.72776	0.72948	0.912105	726	0	-0.4096	0.912105	enriched	-0.4096	0.72776	not_significant
NonTargeting_313	1	0.27293	0.27355	0.999995	153	1	-0.33124	0.72707	0.72869	0.912105	725	0	-0.33124	0.912105	enriched	-0.33124	0.72707	not_significant
NonTargeting_70	1	0.27431	0.27505	0.999995	154	1	-0.31859	0.72569	0.72721	0.911821	724	0	-0.31859	0.911821	enriched	-0.31859	0.72569	not_significant
NonTargeting_62	1	0.27707	0.27786	0.999995	155	1	-0.36564	0.72293	0.72439	0.909559	723	0	-0.36564	0.909559	enriched	-0.36564	0.72293	not_significant
NonTargeting_116	1	0.27741	0.27816	0.999995	156	1	-0.32089	0.72259	0.72396	0.909559	722	0	-0.32089	0.909559	enriched	-0.32089	0.72259	not_significant
NonTargeting_489	1	0.2781	0.27869	0.999995	157	1	-0.3447	0.7219	0.72309	0.909559	721	0	-0.3447	0.909559	enriched	-0.3447	0.7219	not_significant
NonTargeting_90	1	0.28293	0.28314	0.999995	158	1	-0.30744	0.71707	0.71827	0.905694	720	0	-0.30744	0.905694	enriched	-0.30744	0.71707	not_significant
NonTargeting_99	1	0.285	0.28517	0.999995	159	1	-0.3439	0.715	0.71614	0.904461	719	0	-0.3439	0.904461	enriched	-0.3439	0.715	not_significant
