Gene	Num_sgRNAs	RRA_Score_Neg	PValue_Neg	FDR_Neg	Rank_Neg	neg|goodsgrna	LFC_Neg	RRA_Score_Pos	PValue_Pos	FDR_Pos	Rank_Pos	pos|goodsgrna	LFC_Pos	FDR	Direction	logFC	RRA_Score	Significance
PSMA1	6	5.1021e-05	0.00019174	0.003595	46	6	-1.3634	0.99995	0.99996	0.999995	857	0	-1.3634	0.003595	depleted	-1.3634	5.1021e-05	significant
ELN	6	5.1572e-05	0.00019174	0.003595	47	6	-1.0403	0.99995	0.99996	0.999995	856	0	-1.0403	0.003595	depleted	-1.0403	5.1572e-05	significant
COL1A2	6	5.2127e-05	0.00019174	0.003595	48	6	-1.4034	0.99995	0.99996	0.999995	855	0	-1.4034	0.003595	depleted	-1.4034	5.2127e-05	significant
MET	6	5.3824e-05	0.00020157	0.003702	49	6	-1.0702	0.99995	0.99996	0.999995	854	0	-1.0702	0.003702	depleted	-1.0702	5.3824e-05	significant
UBC	6	5.7962e-05	0.00021141	0.003781	50	6	-1.1166	0.99994	0.99995	0.999995	852	0	-1.1166	0.003781	depleted	-1.1166	5.7962e-05	significant
FGF5	6	5.8575e-05	0.00022124	0.003781	51	6	-0.97787	0.99994	0.99995	0.999995	851	0	-0.97787	0.003781	depleted	-0.97787	5.8575e-05	significant
RPS5	6	6.0444e-05	0.00022124	0.003781	52	6	-1.1987	0.99994	0.99995	0.999995	850	0	-1.1987	0.003781	depleted	-1.1987	6.0444e-05	significant
FMOD	6	6.3013e-05	0.00023107	0.003781	53	6	-1.3406	0.99994	0.99995	0.999995	849	0	-1.3406	0.003781	depleted	-1.3406	6.3013e-05	significant
COL2A1	6	6.4332e-05	0.00023107	0.003781	54	6	-1.2926	0.99994	0.99995	0.999995	848	0	-1.2926	0.003781	depleted	-1.2926	6.4332e-05	significant
ACTG1	6	6.5e-05	0.00023107	0.003781	55	6	-1.0698	0.99994	0.99995	0.999995	847	0	-1.0698	0.003781	depleted	-1.0698	6.5e-05	significant
LDHA	6	6.7038e-05	0.0002409	0.003872	56	6	-1.1753	0.99993	0.99994	0.999995	846	0	-1.1753	0.003872	depleted	-1.1753	6.7038e-05	significant
COMP	6	7.2001e-05	0.00026057	0.003909	57	6	-0.87024	0.99993	0.99994	0.999995	845	0	-0.87024	0.003909	depleted	-0.87024	7.2001e-05	significant
CHRDL1	6	7.2735e-05	0.00026057	0.003909	58	6	-1.0946	0.99993	0.99994	0.999995	844	0	-1.0946	0.003909	depleted	-1.0946	7.2735e-05	significant
POLR2A	6	7.3474e-05	0.00026057	0.003909	59	6	-0.97241	0.99993	0.99994	0.999995	843	0	-0.97241	0.003909	depleted	-0.97241	7.3474e-05	significant
RPL3	6	7.422e-05	0.00026057	0.003909	60	6	-1.0809	0.99993	0.99994	0.999995	842	0	-1.0809	0.003909	depleted	-1.0809	7.422e-05	significant
EREG	6	7.5731e-05	0.0002704	0.00399	61	6	-1.2718	0.99992	0.99993	0.999995	841	0	-1.2718	0.00399	depleted	-1.2718	7.5731e-05	significant
COL4A2	6	8.3675e-05	0.00031957	0.004639	62	6	-1.0702	0.99992	0.99992	0.999995	840	0	-1.0702	0.004639	depleted	-1.0702	8.3675e-05	significant
COL5A2	6	8.79e-05	0.0003294	0.004706	63	6	-0.86025	0.99991	0.99992	0.999995	839	0	-0.86025	0.004706	depleted	-0.86025	8.79e-05	significant
HSPA8	6	8.9639e-05	0.00033923	0.00477	64	6	-1.4402	0.99991	0.99992	0.999995	838	0	-1.4402	0.00477	depleted	-1.4402	8.9639e-05	significant
COL10A1	6	9.2302e-05	0.0003589	0.004969	65	6	-1.2629	0.99991	0.99992	0.999995	837	0	-1.2629	0.004969	depleted	-1.2629	9.2302e-05	significant
RPL4	6	9.7825e-05	0.00039823	0.00543	66	6	-1.2819	0.9999	0.99992	0.999995	836	0	-1.2819	0.00543	depleted	-1.2819	9.7825e-05	significant
WISP1	6	0.00010362	0.00045723	0.006142	67	6	-1.0632	0.9999	0.99991	0.999995	835	0	-1.0632	0.006142	depleted	-1.0632	0.00010362	significant
COL6A1	6	0.00010764	0.00046706	0.006182	68	6	-1.013	0.99989	0.99991	0.999995	834	0	-1.013	0.006182	depleted	-1.013	0.00010764	significant
RPS3	6	0.00011285	0.00049656	0.006477	69	6	-1.2104	0.99989	0.99991	0.999995	833	0	-1.2104	0.006477	depleted	-1.2104	0.00011285	significant
IGF1	6	0.00012275	0.00051622	0.006637	70	6	-1.5341	0.99988	0.99989	0.999995	832	0	-1.5341	0.006637	depleted	-1.5341	0.00012275	significant
PKM	6	0.00012738	0.00052606	0.006668	71	6	-1.3663	0.99987	0.99989	0.999995	831	0	-1.3663	0.006668	depleted	-1.3663	0.00012738	significant
DCN	6	0.00013172	0.00056539	0.007067	72	6	-1.5511	0.99984	0.99982	0.999995	824	0	-1.5511	0.007067	depleted	-1.5511	0.00013172	significant
ACTB	6	0.00014086	0.00060472	0.007431	73	6	-0.99374	0.99986	0.99985	0.999995	830	0	-0.99374	0.007431	depleted	-0.99374	0.00014086	significant
RPS4	6	0.00014214	0.00062439	0.007431	74	6	-1.2986	0.99986	0.99985	0.999995	829	0	-1.2986	0.007431	depleted	-1.2986	0.00014214	significant
COL4A1	6	0.00014344	0.00063422	0.007431	75	6	-0.9981	0.99986	0.99985	0.999995	828	0	-0.9981	0.007431	depleted	-0.9981	0.00014344	significant
FRZB	6	0.00014605	0.00063422	0.007431	76	6	-1.1571	0.99985	0.99984	0.999995	827	0	-1.1571	0.007431	depleted	-1.1571	0.00014605	significant
TUBB	6	0.00015004	0.00064405	0.007431	77	6	-1.0757	0.99985	0.99984	0.999995	826	0	-1.0757	0.007431	depleted	-1.0757	0.00015004	significant
ACAN	6	0.0001514	0.00064405	0.007431	78	6	-1.285	0.99985	0.99984	0.999995	825	0	-1.285	0.007431	depleted	-1.285	0.0001514	significant
NOV	6	0.00016403	0.00071288	0.008121	79	6	-0.86596	0.99984	0.99981	0.999995	823	0	-0.86596	0.008121	depleted	-0.86596	0.00016403	significant
FGF4	6	0.00016843	0.00072271	0.008131	80	6	-1.3088	0.99983	0.99981	0.999995	822	0	-1.3088	0.008131	depleted	-1.3088	0.00016843	significant
TNC	6	0.00019736	0.00084071	0.009341	81	5	-1.3608	0.92374	0.92387	0.999995	793	0	-1.3608	0.009341	depleted	-1.3608	0.00019736	significant
FGF1	6	0.00021264	0.00096853	0.01063	82	6	-1.0111	0.99979	0.99976	0.999995	821	0	-1.0111	0.01063	depleted	-1.0111	0.00021264	significant
OGN	6	0.00021995	0.0010374	0.011249	83	6	-0.98039	0.99978	0.99975	0.999995	820	0	-0.98039	0.011249	depleted	-0.98039	0.00021995	significant
ANGPT2	6	0.00026115	0.0012635	0.013538	84	5	-1.5018	0.99896	0.99891	0.999995	810	0	-1.5018	0.013538	depleted	-1.5018	0.00026115	significant
FGF6	6	0.00027943	0.0013618	0.01442	85	6	-1.0444	0.99972	0.99969	0.999995	819	0	-1.0444	0.01442	depleted	-1.0444	0.00027943	significant
BGN	6	0.00029328	0.0014405	0.015075	86	6	-1.3232	0.99971	0.99968	0.999995	818	0	-1.3232	0.015075	depleted	-1.3232	0.00029328	significant
COL2A2	6	0.00030041	0.0014602	0.015105	87	6	-1.1187	0.9997	0.99966	0.999995	817	0	-1.1187	0.015105	depleted	-1.1187	0.00030041	significant
RPL5	6	0.00035	0.001765	0.018051	88	5	-1.4668	0.99808	0.99782	0.999995	807	0	-1.4668	0.018051	depleted	-1.4668	0.00035	significant
WISP2	6	0.00042375	0.0020108	0.020334	89	5	-1.1032	0.99729	0.99701	0.999995	805	0	-1.1032	0.020334	depleted	-1.1032	0.00042375	significant
AREG	6	0.00043318	0.00206	0.0206	90	5	-1.2239	0.99726	0.99698	0.999995	804	0	-1.2239	0.0206	depleted	-1.2239	0.00043318	significant
PGK1	6	0.00067223	0.0030531	0.030195	91	5	-1.3652	0.99864	0.99862	0.999995	809	0	-1.3652	0.030195	depleted	-1.3652	0.00067223	significant
CILP	6	0.0010899	0.004882	0.047759	92	5	-1.0595	0.9996	0.99956	0.999995	814	0	-1.0595	0.047759	depleted	-1.0595	0.0010899	significant
THBS2	6	0.0011488	0.005118	0.049529	93	5	-1.3402	0.99963	0.9996	0.999995	816	0	-1.3402	0.049529	depleted	-1.3402	0.0011488	significant
ASPN	6	0.001323	0.0057473	0.055027	94	5	-0.93578	0.9996	0.99956	0.999995	815	0	-0.93578	0.055027	depleted	-0.93578	0.001323	not_significant
LUM	6	0.0020779	0.0088545	0.083884	95	5	-0.89507	0.9984	0.99835	0.999995	808	0	-0.89507	0.083884	depleted	-0.89507	0.0020779	not_significant
THBS1	6	0.0024413	0.010379	0.097299	96	5	-1.194	0.99954	0.99948	0.999995	813	0	-1.194	0.097299	depleted	-1.194	0.0024413	not_significant
FGF8	6	0.0035066	0.014548	0.134979	97	5	-0.97209	0.99946	0.9994	0.999995	812	0	-0.97209	0.134979	depleted	-0.97209	0.0035066	not_significant
TNXB	6	0.003809	0.015737	0.144528	98	5	-0.91177	0.99925	0.99914	0.999995	811	0	-0.91177	0.144528	depleted	-0.91177	0.003809	not_significant
SPARC	6	0.022783	0.069621	0.632922	99	4	-0.87385	0.99276	0.99222	0.999995	802	0	-0.87385	0.632922	depleted	-0.87385	0.022783	not_significant
NonTargeting_289	1	0.11879	0.1193	0.999995	100	1	-1.0963	0.88121	0.88214	0.999995	784	0	-1.0963	0.999995	enriched	-1.0963	0.88121	not_significant
NonTargeting_467	1	0.14672	0.14704	0.999995	101	1	-0.96252	0.85328	0.85397	0.98788	778	0	-0.96252	0.98788	enriched	-0.96252	0.85328	not_significant
NonTargeting_106	1	0.15672	0.15625	0.999995	102	1	-0.86958	0.84328	0.84416	0.98032	773	0	-0.86958	0.98032	enriched	-0.86958	0.84328	not_significant
NonTargeting_50	1	0.16466	0.16438	0.999995	103	1	-0.8353	0.83534	0.83624	0.976154	770	0	-0.8353	0.976154	enriched	-0.8353	0.83534	not_significant
NonTargeting_90	1	0.175	0.17508	0.999995	104	1	-0.85875	0.825	0.82602	0.972637	764	0	-0.85875	0.972637	enriched	-0.85875	0.825	not_significant
NonTargeting_233	1	0.17603	0.17588	0.999995	105	1	-0.79367	0.82397	0.82503	0.972637	763	0	-0.79367	0.972637	enriched	-0.79367	0.82397	not_significant
NonTargeting_498	1	0.17914	0.17884	0.999995	106	1	-0.82638	0.82086	0.82204	0.97219	761	0	-0.82638	0.97219	enriched	-0.82638	0.82086	not_significant
NonTargeting_464	1	0.18672	0.18619	0.999995	107	1	-0.74642	0.81328	0.81465	0.967126	759	0	-0.74642	0.967126	enriched	-0.74642	0.81328	not_significant
NonTargeting_144	1	0.19397	0.19351	0.999995	108	1	-0.73748	0.80603	0.80795	0.963119	755	0	-0.73748	0.963119	enriched	-0.73748	0.80603	not_significant
NonTargeting_297	1	0.19983	0.19941	0.999995	109	1	-0.67338	0.80017	0.80222	0.95993	753	0	-0.67338	0.95993	enriched	-0.67338	0.80017	not_significant
NonTargeting_362	1	0.2019	0.20159	0.999995	110	1	-0.69698	0.7981	0.80014	0.95993	752	0	-0.69698	0.95993	enriched	-0.69698	0.7981	not_significant
NonTargeting_11	1	0.20672	0.20642	0.999995	111	1	-0.66916	0.79328	0.79501	0.958045	748	0	-0.66916	0.958045	enriched	-0.66916	0.79328	not_significant
NonTargeting_101	1	0.20948	0.2092	0.999995	112	1	-0.64936	0.79052	0.7923	0.957136	746	0	-0.64936	0.957136	enriched	-0.64936	0.79052	not_significant
NonTargeting_230	1	0.21534	0.21482	0.999995	113	1	-0.60752	0.78466	0.78664	0.952864	744	0	-0.60752	0.952864	enriched	-0.60752	0.78466	not_significant
NonTargeting_86	1	0.21603	0.21553	0.999995	114	1	-0.62909	0.78397	0.78603	0.952864	743	0	-0.62909	0.952864	enriched	-0.62909	0.78397	not_significant
NonTargeting_58	1	0.21879	0.21843	0.999995	115	1	-0.59195	0.78121	0.78323	0.951292	742	0	-0.59195	0.951292	enriched	-0.59195	0.78121	not_significant
NonTargeting_316	1	0.21914	0.21881	0.999995	116	1	-0.619	0.78086	0.78286	0.951292	741	0	-0.619	0.951292	enriched	-0.619	0.78086	not_significant
NonTargeting_453	1	0.22086	0.2205	0.999995	117	1	-0.58684	0.77914	0.78105	0.951208	739	0	-0.58684	0.951208	enriched	-0.58684	0.77914	not_significant
NonTargeting_296	1	0.22224	0.22184	0.999995	118	1	-0.57215	0.77776	0.77971	0.950866	738	0	-0.57215	0.950866	enriched	-0.57215	0.77776	not_significant
NonTargeting_480	1	0.22259	0.22219	0.999995	119	1	-0.589	0.77741	0.7794	0.950866	737	0	-0.589	0.950866	enriched	-0.589	0.77741	not_significant
NonTargeting_145	1	0.22397	0.22347	0.999995	120	1	-0.54894	0.77603	0.77793	0.950866	736	0	-0.54894	0.950866	enriched	-0.54894	0.77603	not_significant
NonTargeting_251	1	0.225	0.22464	0.999995	121	1	-0.58378	0.775	0.77674	0.950866	735	0	-0.58378	0.950866	enriched	-0.58378	0.775	not_significant
NonTargeting_422	1	0.22569	0.22534	0.999995	122	1	-0.5497	0.77431	0.77604	0.950866	734	0	-0.5497	0.950866	enriched	-0.5497	0.77431	not_significant
NonTargeting_31	1	0.22638	0.22607	0.999995	123	1	-0.56393	0.77362	0.7754	0.950866	733	0	-0.56393	0.950866	enriched	-0.56393	0.77362	not_significant
NonTargeting_154	1	0.22741	0.22714	0.999995	124	1	-0.55315	0.77259	0.77436	0.950866	732	0	-0.55315	0.950866	enriched	-0.55315	0.77259	not_significant
NonTargeting_212	1	0.22776	0.22752	0.999995	125	1	-0.54626	0.77224	0.77406	0.950866	731	0	-0.54626	0.950866	enriched	-0.54626	0.77224	not_significant
NonTargeting_102	1	0.23017	0.23001	0.999995	126	1	-0.53762	0.76983	0.77157	0.950866	730	0	-0.53762	0.950866	enriched	-0.53762	0.76983	not_significant
NonTargeting_494	1	0.2319	0.23168	0.999995	127	1	-0.54421	0.7681	0.76992	0.950866	729	0	-0.54421	0.950866	enriched	-0.54421	0.7681	not_significant
NonTargeting_122	1	0.23293	0.23284	0.999995	128	1	-0.53842	0.76707	0.76882	0.950866	728	0	-0.53842	0.950866	enriched	-0.53842	0.76707	not_significant
NonTargeting_301	1	0.23672	0.2367	0.999995	129	1	-0.50351	0.76328	0.76493	0.94957	726	0	-0.50351	0.94957	enriched	-0.50351	0.76328	not_significant
NonTargeting_195	1	0.23776	0.23763	0.999995	130	1	-0.50862	0.76224	0.76396	0.94957	725	0	-0.50862	0.94957	enriched	-0.50862	0.76224	not_significant
NonTargeting_416	1	0.23948	0.23935	0.999995	131	1	-0.48539	0.76052	0.76231	0.948928	724	0	-0.48539	0.948928	enriched	-0.48539	0.76052	not_significant
NonTargeting_281	1	0.24121	0.24117	0.999995	132	1	-0.5159	0.75879	0.76045	0.947926	723	0	-0.5159	0.947926	enriched	-0.5159	0.75879	not_significant
NonTargeting_240	1	0.24534	0.24542	0.999995	133	1	-0.44727	0.75466	0.75626	0.944012	721	0	-0.44727	0.944012	enriched	-0.44727	0.75466	not_significant
CDKN2B	6	0.2463	0.4057	0.999995	134	2	-0.045722	0.11509	0.24234	0.882724	160	2	-0.045722	0.882724	enriched	-0.045722	0.11509	not_significant
NonTargeting_172	1	0.24638	0.24634	0.999995	135	1	-0.45195	0.75362	0.75524	0.944012	720	0	-0.45195	0.944012	enriched	-0.45195	0.75362	not_significant
NonTargeting_148	1	0.25362	0.25351	0.999995	136	1	-0.44163	0.74638	0.74776	0.939182	719	0	-0.44163	0.939182	enriched	-0.44163	0.74638	not_significant
NonTargeting_59	1	0.25431	0.25423	0.999995	137	1	-0.4249	0.74569	0.74713	0.939182	718	0	-0.4249	0.939182	enriched	-0.4249	0.74569	not_significant
NonTargeting_182	1	0.255	0.25504	0.999995	138	1	-0.43015	0.745	0.74647	0.939182	717	0	-0.43015	0.939182	enriched	-0.43015	0.745	not_significant
NonTargeting_381	1	0.25707	0.25714	0.999995	139	1	-0.42643	0.74293	0.74454	0.939182	716	0	-0.42643	0.939182	enriched	-0.42643	0.74293	not_significant
NonTargeting_410	1	0.26017	0.26028	0.999995	140	1	-0.39857	0.73983	0.74127	0.938321	715	0	-0.39857	0.938321	enriched	-0.39857	0.73983	not_significant
NonTargeting_404	1	0.26259	0.26277	0.999995	141	1	-0.41193	0.73741	0.73876	0.936451	714	0	-0.41193	0.936451	enriched	-0.41193	0.73741	not_significant
NonTargeting_405	1	0.26776	0.26853	0.999995	142	0	-0.39228	0.73224	0.73345	0.932347	713	0	-0.39228	0.932347	enriched	-0.39228	0.73224	not_significant
NonTargeting_156	1	0.2681	0.26887	0.999995	143	0	-0.40192	0.7319	0.73316	0.932347	712	0	-0.40192	0.932347	enriched	-0.40192	0.7319	not_significant
NonTargeting_313	1	0.26845	0.26913	0.999995	144	0	-0.3827	0.73155	0.73276	0.932347	711	0	-0.3827	0.932347	enriched	-0.3827	0.73155	not_significant
NonTargeting_283	1	0.27259	0.27316	0.999995	145	0	-0.36214	0.72741	0.72901	0.931934	710	0	-0.36214	0.931934	enriched	-0.36214	0.72741	not_significant
NonTargeting_402	1	0.27293	0.27349	0.999995	146	0	-0.3798	0.72707	0.72863	0.931934	709	0	-0.3798	0.931934	enriched	-0.3798	0.72707	not_significant
NonTargeting_75	1	0.27672	0.27746	0.999995	147	0	-0.36437	0.72328	0.7248	0.930561	706	0	-0.36437	0.930561	enriched	-0.36437	0.72328	not_significant
NonTargeting_277	1	0.27845	0.27907	0.999995	148	0	-0.36195	0.72155	0.7226	0.930387	705	0	-0.36195	0.930387	enriched	-0.36195	0.72155	not_significant
NonTargeting_220	1	0.27914	0.27959	0.999995	149	0	-0.36132	0.72086	0.72182	0.930387	704	0	-0.36132	0.930387	enriched	-0.36132	0.72086	not_significant
NonTargeting_252	1	0.27983	0.28024	0.999995	150	0	-0.35991	0.72017	0.72115	0.930387	703	0	-0.35991	0.930387	enriched	-0.35991	0.72017	not_significant
NonTargeting_28	1	0.28155	0.28175	0.999995	151	0	-0.34926	0.71845	0.7196	0.930387	702	0	-0.34926	0.930387	enriched	-0.34926	0.71845	not_significant
NonTargeting_48	1	0.28224	0.28244	0.999995	152	0	-0.34777	0.71776	0.71894	0.930387	701	0	-0.34777	0.930387	enriched	-0.34777	0.71776	not_significant
NonTargeting_115	1	0.2881	0.28846	0.999995	153	0	-0.3311	0.7119	0.7128	0.925711	699	0	-0.3311	0.925711	enriched	-0.3311	0.7119	not_significant
NonTargeting_461	1	0.29328	0.29368	0.999995	154	0	-0.32431	0.70672	0.70745	0.920169	697	0	-0.32431	0.920169	enriched	-0.32431	0.70672	not_significant
NonTargeting_418	1	0.29362	0.29406	0.999995	155	0	-0.31969	0.70638	0.70708	0.920169	696	0	-0.31969	0.920169	enriched	-0.31969	0.70638	not_significant
NonTargeting_61	1	0.29534	0.296	0.999995	156	0	-0.31595	0.70466	0.70565	0.920169	695	0	-0.31595	0.920169	enriched	-0.31595	0.70466	not_significant
NonTargeting_170	1	0.2981	0.29885	0.999995	157	0	-0.30882	0.7019	0.70283	0.919396	694	0	-0.30882	0.919396	enriched	-0.30882	0.7019	not_significant
NonTargeting_378	1	0.29845	0.2992	0.999995	158	0	-0.31554	0.70155	0.70245	0.919396	693	0	-0.31554	0.919396	enriched	-0.31554	0.70155	not_significant
NonTargeting_181	1	0.3019	0.30239	0.999995	159	0	-0.29779	0.6981	0.699	0.917058	692	0	-0.29779	0.917058	enriched	-0.29779	0.6981	not_significant
