Gene	Num_sgRNAs	RRA_Score_Neg	PValue_Neg	FDR_Neg	Rank_Neg	neg|goodsgrna	LFC_Neg	RRA_Score_Pos	PValue_Pos	FDR_Pos	Rank_Pos	pos|goodsgrna	LFC_Pos	FDR	Direction	logFC	RRA_Score	Significance
LUM	6	6.6352e-05	0.0002409	0.003738	57	6	-1.4345	0.99993	0.99995	0.999995	844	0	-1.4345	0.003738	depleted	-1.4345	6.6352e-05	significant
IL6	6	6.7729e-05	0.0002409	0.003738	58	6	-1.3527	0.99993	0.99994	0.999995	843	0	-1.3527	0.003738	depleted	-1.3527	6.7729e-05	significant
COL5A2	6	7.2735e-05	0.00026057	0.003975	59	6	-1.605	0.99993	0.99994	0.999995	842	0	-1.605	0.003975	depleted	-1.605	7.2735e-05	significant
COL2A2	6	7.4973e-05	0.0002704	0.004056	60	6	-0.96169	0.99993	0.99994	0.999995	841	0	-0.96169	0.004056	depleted	-0.96169	7.4973e-05	significant
CILP	6	7.883e-05	0.0002999	0.004425	61	6	-1.2471	0.99992	0.99993	0.999995	840	0	-1.2471	0.004425	depleted	-1.2471	7.883e-05	significant
FGF4	6	7.9621e-05	0.00030973	0.004496	62	6	-0.96465	0.99992	0.99993	0.999995	839	0	-0.96465	0.004496	depleted	-0.96465	7.9621e-05	significant
PSMA1	6	8.2033e-05	0.00031957	0.004565	63	6	-1.1594	0.99992	0.99992	0.999995	838	0	-1.1594	0.004565	depleted	-1.1594	8.2033e-05	significant
ELN	6	8.5344e-05	0.0003294	0.004632	64	6	-1.0545	0.99991	0.99992	0.999995	837	0	-1.0545	0.004632	depleted	-1.0545	8.5344e-05	significant
DCN	6	8.8766e-05	0.00033923	0.004697	65	6	-1.1146	0.99991	0.99992	0.999995	836	0	-1.1146	0.004697	depleted	-1.1146	8.8766e-05	significant
FRZB	6	9.052e-05	0.00034907	0.00476	66	6	-1.1186	0.99991	0.99992	0.999995	835	0	-1.1186	0.00476	depleted	-1.1186	9.052e-05	significant
HSP90AA1	6	9.2302e-05	0.0003589	0.004821	67	6	-1.2411	0.99991	0.99992	0.999995	834	0	-1.2411	0.004821	depleted	-1.2411	9.2302e-05	significant
RPS5	6	0.00010166	0.00044739	0.005921	68	6	-1.2435	0.9999	0.99992	0.999995	833	0	-1.2435	0.005921	depleted	-1.2435	0.00010166	significant
COL2A1	6	0.00010662	0.00046706	0.006092	69	6	-0.92681	0.99989	0.99991	0.999995	832	0	-0.92681	0.006092	depleted	-0.92681	0.00010662	significant
OGN	6	0.00012049	0.00051622	0.006637	70	6	-1.0838	0.99988	0.99989	0.999995	831	0	-1.0838	0.006637	depleted	-1.0838	0.00012049	significant
FGF6	6	0.00012856	0.00053589	0.006793	71	6	-1.0215	0.99987	0.99988	0.999995	830	0	-1.0215	0.006793	depleted	-1.0215	0.00012856	significant
PKM	6	0.00013337	0.00057522	0.00719	72	6	-1.4776	0.99987	0.99988	0.999995	829	0	-1.4776	0.00719	depleted	-1.4776	0.00013337	significant
COL8A1	6	0.00013915	0.00059489	0.007334	73	6	-1.2713	0.99973	0.9997	0.999995	820	0	-1.2713	0.007334	depleted	-1.2713	0.00013915	significant
PGK1	6	0.00016403	0.00071288	0.00867	74	6	-1.0425	0.99984	0.99981	0.999995	828	0	-1.0425	0.00867	depleted	-1.0425	0.00016403	significant
CHRDL1	6	0.00017444	0.00073255	0.008677	75	6	-1.306	0.99983	0.9998	0.999995	827	0	-1.306	0.008677	depleted	-1.306	0.00017444	significant
COL6A1	6	0.00018009	0.00074238	0.008677	76	5	-1.2454	0.99948	0.99942	0.999995	812	0	-1.2454	0.008677	depleted	-1.2454	0.00018009	significant
RPL5	6	0.00018064	0.00074238	0.008677	77	6	-1.4386	0.99982	0.9998	0.999995	826	0	-1.4386	0.008677	depleted	-1.4386	0.00018064	significant
COL3A2	6	0.00018381	0.00076205	0.008793	78	6	-1.3032	0.99982	0.9998	0.999995	825	0	-1.3032	0.008793	depleted	-1.3032	0.00018381	significant
NOV	6	0.00019993	0.00085054	0.00969	79	5	-1.339	0.9994	0.99933	0.999995	809	0	-1.339	0.00969	depleted	-1.339	0.00019993	significant
POSTN	6	0.00020554	0.00088004	0.0099	80	6	-1.0119	0.99979	0.99979	0.999995	824	0	-1.0119	0.0099	depleted	-1.0119	0.00020554	significant
TNXB	6	0.00022368	0.0010865	0.012073	81	6	-1.1115	0.99978	0.99975	0.999995	823	0	-1.1115	0.012073	depleted	-1.1115	0.00022368	significant
COL1A2	6	0.00024924	0.001234	0.013544	82	6	-1.1232	0.99975	0.99973	0.999995	822	0	-1.1232	0.013544	depleted	-1.1232	0.00024924	significant
GAPDH	6	0.00025547	0.0012537	0.013594	83	6	-1.3949	0.99974	0.99973	0.999995	821	0	-1.3949	0.013594	depleted	-1.3949	0.00025547	significant
FGF8	6	0.00027943	0.0013618	0.014591	84	6	-0.81959	0.99972	0.99969	0.999995	819	0	-0.81959	0.014591	depleted	-0.81959	0.00027943	significant
ACTG1	6	0.00029093	0.0014405	0.015252	85	6	-0.84451	0.99971	0.99968	0.999995	818	0	-0.84451	0.015252	depleted	-0.84451	0.00029093	significant
FGF10	6	0.00036006	0.0018437	0.019294	86	6	-1.1601	0.99964	0.9996	0.999995	817	0	-1.1601	0.019294	depleted	-1.1601	0.00036006	significant
COL7A1	6	0.00037055	0.0018928	0.019581	87	5	-1.3905	0.99519	0.99478	0.999995	803	0	-1.3905	0.019581	depleted	-1.3905	0.00037055	significant
COL5A1	6	0.00039645	0.001942	0.019861	88	5	-1.3866	0.99946	0.99941	0.999995	811	0	-1.3866	0.019861	depleted	-1.3866	0.00039645	significant
RPS4	6	0.00042844	0.00206	0.020831	89	5	-1.2824	0.99954	0.99947	0.999995	813	0	-1.2824	0.020831	depleted	-1.2824	0.00042844	significant
HAPLN1	6	0.00060769	0.0028663	0.028663	90	5	-1.2859	0.99936	0.99929	0.999995	808	0	-1.2859	0.028663	depleted	-1.2859	0.00060769	significant
POLR2A	6	0.0010998	0.0049508	0.048964	91	5	-1.0578	0.99864	0.99862	0.999995	805	0	-1.0578	0.048964	depleted	-1.0578	0.0010998	significant
VCAN	6	0.0012891	0.0056686	0.055454	92	5	-1.2652	0.99961	0.99957	0.999995	814	0	-1.2652	0.055454	depleted	-1.2652	0.0012891	not_significant
ASPN	6	0.0013471	0.0058555	0.056666	93	5	-1.3461	0.9987	0.99869	0.999995	806	0	-1.3461	0.056666	depleted	-1.3461	0.0013471	not_significant
WISP2	6	0.0014533	0.0062783	0.060111	94	5	-1.0693	0.99876	0.99871	0.999995	807	0	-1.0693	0.060111	depleted	-1.0693	0.0014533	not_significant
FGF9	6	0.0014905	0.0064258	0.060876	95	5	-1.0862	0.99788	0.99758	0.999995	804	0	-1.0862	0.060876	depleted	-1.0862	0.0014905	not_significant
THBS2	6	0.001669	0.0071337	0.066879	96	5	-1.2676	0.99944	0.99938	0.999995	810	0	-1.2676	0.066879	depleted	-1.2676	0.001669	not_significant
SPARC	6	0.0017017	0.0072419	0.067193	97	5	-0.98513	0.99962	0.99959	0.999995	815	0	-0.98513	0.067193	depleted	-0.98513	0.0017017	not_significant
FGF5	6	0.0019204	0.0082547	0.075808	98	5	-0.8759	0.99306	0.99247	0.999995	802	0	-0.8759	0.075808	depleted	-0.8759	0.0019204	not_significant
WISP1	6	0.0025538	0.010782	0.098016	99	5	-0.89556	0.99963	0.99959	0.999995	816	0	-0.89556	0.098016	depleted	-0.89556	0.0025538	not_significant
GRIA4	6	0.027343	0.081401	0.732611	100	4	-0.60164	0.56895	0.66993	0.919202	599	1	-0.60164	0.732611	depleted	-0.60164	0.027343	not_significant
TAS2R31	6	0.10998	0.23213	0.999995	101	3	-0.40834	0.96307	0.9629	0.999995	800	0	-0.40834	0.999995	enriched	-0.40834	0.96307	not_significant
NonTargeting_134	1	0.13466	0.1351	0.999995	102	1	-1.1072	0.86534	0.86635	0.999995	775	0	-1.1072	0.999995	enriched	-1.1072	0.86534	not_significant
NonTargeting_145	1	0.15328	0.15309	0.999995	103	1	-0.94057	0.84672	0.84768	0.988233	771	0	-0.94057	0.988233	enriched	-0.94057	0.84672	not_significant
NonTargeting_50	1	0.16017	0.15975	0.999995	104	1	-0.88151	0.83983	0.84079	0.984021	769	0	-0.88151	0.984021	enriched	-0.88151	0.83983	not_significant
NonTargeting_360	1	0.16259	0.16231	0.999995	105	1	-0.93767	0.83741	0.8384	0.982503	767	0	-0.93767	0.982503	enriched	-0.93767	0.83741	not_significant
NonTargeting_410	1	0.17362	0.17365	0.999995	106	1	-0.84981	0.82638	0.82727	0.97199	766	0	-0.84981	0.97199	enriched	-0.84981	0.82638	not_significant
NonTargeting_406	1	0.17534	0.17537	0.999995	107	1	-0.84994	0.82466	0.82565	0.971352	765	0	-0.84994	0.971352	enriched	-0.84994	0.82466	not_significant
NonTargeting_422	1	0.17603	0.17588	0.999995	108	1	-0.83636	0.82397	0.82503	0.971352	764	0	-0.83636	0.971352	enriched	-0.83636	0.82397	not_significant
NonTargeting_297	1	0.17983	0.17939	0.999995	109	1	-0.78664	0.82017	0.82129	0.96876	763	0	-0.78664	0.96876	enriched	-0.78664	0.82017	not_significant
NonTargeting_293	1	0.18259	0.1821	0.999995	110	1	-0.79364	0.81741	0.81873	0.967	762	0	-0.79364	0.967	enriched	-0.79364	0.81741	not_significant
NonTargeting_325	1	0.18776	0.18729	0.999995	111	1	-0.80028	0.81224	0.81363	0.962247	761	0	-0.80028	0.962247	enriched	-0.80028	0.81224	not_significant
NonTargeting_296	1	0.18983	0.18925	0.999995	112	1	-0.75591	0.81017	0.81157	0.961068	760	0	-0.75591	0.961068	enriched	-0.75591	0.81017	not_significant
NonTargeting_321	1	0.19328	0.19292	0.999995	113	1	-0.74009	0.80672	0.80851	0.959973	758	0	-0.74009	0.959973	enriched	-0.74009	0.80672	not_significant
NonTargeting_188	1	0.20293	0.20274	0.999995	114	1	-0.68787	0.79707	0.79906	0.951263	756	0	-0.68787	0.951263	enriched	-0.68787	0.79707	not_significant
NonTargeting_301	1	0.205	0.20486	0.999995	115	1	-0.63524	0.795	0.79681	0.949839	755	0	-0.63524	0.949839	enriched	-0.63524	0.795	not_significant
NonTargeting_200	1	0.2081	0.20782	0.999995	116	1	-0.65739	0.7919	0.79368	0.947366	754	0	-0.65739	0.947366	enriched	-0.65739	0.7919	not_significant
NonTargeting_391	1	0.21052	0.2101	0.999995	117	1	-0.61414	0.78948	0.79137	0.94712	753	0	-0.61414	0.94712	enriched	-0.61414	0.78948	not_significant
NonTargeting_102	1	0.21224	0.21171	0.999995	118	1	-0.59942	0.78776	0.78976	0.94712	751	0	-0.59942	0.94712	enriched	-0.59942	0.78776	not_significant
NonTargeting_106	1	0.21431	0.21381	0.999995	119	1	-0.57266	0.78569	0.7877	0.94712	750	0	-0.57266	0.94712	enriched	-0.57266	0.78569	not_significant
NonTargeting_125	1	0.2181	0.21771	0.999995	120	1	-0.58864	0.7819	0.784	0.945841	747	0	-0.58864	0.945841	enriched	-0.58864	0.7819	not_significant
NonTargeting_230	1	0.21845	0.21811	0.999995	121	1	-0.57346	0.78155	0.78362	0.945841	746	0	-0.57346	0.945841	enriched	-0.57346	0.78155	not_significant
NonTargeting_58	1	0.21983	0.21946	0.999995	122	1	-0.57076	0.78017	0.78214	0.945841	745	0	-0.57076	0.945841	enriched	-0.57076	0.78017	not_significant
NonTargeting_255	1	0.22121	0.2208	0.999995	123	1	-0.55784	0.77879	0.78076	0.945741	743	0	-0.55784	0.945741	enriched	-0.55784	0.77879	not_significant
NonTargeting_75	1	0.22397	0.22347	0.999995	124	1	-0.56845	0.77603	0.77793	0.944854	742	0	-0.56845	0.944854	enriched	-0.56845	0.77603	not_significant
NonTargeting_335	1	0.225	0.22464	0.999995	125	1	-0.54921	0.775	0.77674	0.944854	741	0	-0.54921	0.944854	enriched	-0.54921	0.775	not_significant
NonTargeting_414	1	0.22948	0.22939	0.999995	126	1	-0.54247	0.77052	0.77227	0.941812	739	0	-0.54247	0.941812	enriched	-0.54247	0.77052	not_significant
NonTargeting_453	1	0.23086	0.2308	0.999995	127	1	-0.53384	0.76914	0.77091	0.941812	738	0	-0.53384	0.941812	enriched	-0.53384	0.76914	not_significant
NonTargeting_446	1	0.2319	0.23168	0.999995	128	1	-0.52909	0.7681	0.76992	0.941812	737	0	-0.52909	0.941812	enriched	-0.52909	0.7681	not_significant
NonTargeting_172	1	0.23293	0.23284	0.999995	129	1	-0.50929	0.76707	0.76882	0.941812	735	0	-0.50929	0.941812	enriched	-0.50929	0.76707	not_significant
NonTargeting_289	1	0.23431	0.23415	0.999995	130	1	-0.48511	0.76569	0.76738	0.941812	734	0	-0.48511	0.941812	enriched	-0.48511	0.76569	not_significant
NonTargeting_193	1	0.23672	0.2367	0.999995	131	1	-0.49022	0.76328	0.76493	0.941812	733	0	-0.49022	0.941812	enriched	-0.49022	0.76328	not_significant
NonTargeting_233	1	0.2381	0.238	0.999995	132	1	-0.47257	0.7619	0.76366	0.941812	732	0	-0.47257	0.941812	enriched	-0.47257	0.7619	not_significant
NonTargeting_312	1	0.24155	0.24158	0.999995	133	1	-0.48153	0.75845	0.76004	0.941812	729	0	-0.48153	0.941812	enriched	-0.48153	0.75845	not_significant
NonTargeting_445	1	0.24397	0.24398	0.999995	134	1	-0.47444	0.75603	0.75756	0.941714	727	0	-0.47444	0.941714	enriched	-0.47444	0.75603	not_significant
NonTargeting_322	1	0.24534	0.24542	0.999995	135	1	-0.46745	0.75466	0.75626	0.941714	725	0	-0.46745	0.941714	enriched	-0.46745	0.75466	not_significant
NonTargeting_11	1	0.24776	0.24784	0.999995	136	1	-0.45337	0.75224	0.75386	0.941714	724	0	-0.45337	0.941714	enriched	-0.45337	0.75224	not_significant
NonTargeting_72	1	0.25224	0.25218	0.999995	137	1	-0.4408	0.74776	0.74925	0.938576	722	0	-0.4408	0.938576	enriched	-0.4408	0.74776	not_significant
NonTargeting_333	1	0.25328	0.25317	0.999995	138	1	-0.44447	0.74672	0.74814	0.938576	721	0	-0.44447	0.938576	enriched	-0.44447	0.74672	not_significant
NonTargeting_481	1	0.25672	0.25679	0.999995	139	1	-0.43164	0.74328	0.74487	0.937601	719	0	-0.43164	0.937601	enriched	-0.43164	0.74328	not_significant
NonTargeting_497	1	0.25707	0.25714	0.999995	140	1	-0.43683	0.74293	0.74454	0.937601	718	0	-0.43683	0.937601	enriched	-0.43683	0.74293	not_significant
NonTargeting_318	1	0.2581	0.25829	0.999995	141	1	-0.42559	0.7419	0.74346	0.937601	717	0	-0.42559	0.937601	enriched	-0.42559	0.7419	not_significant
NonTargeting_440	1	0.26052	0.2606	0.999995	142	1	-0.408	0.73948	0.74096	0.937601	716	0	-0.408	0.937601	enriched	-0.408	0.73948	not_significant
NonTargeting_218	1	0.26224	0.26241	0.999995	143	1	-0.39827	0.73776	0.73914	0.937601	715	0	-0.39827	0.937601	enriched	-0.39827	0.73776	not_significant
NonTargeting_181	1	0.26328	0.26376	0.999995	144	1	-0.40139	0.73672	0.73799	0.937601	713	0	-0.40139	0.937601	enriched	-0.40139	0.73672	not_significant
NonTargeting_231	1	0.26362	0.26408	0.999995	145	1	-0.39624	0.73638	0.73765	0.937601	712	0	-0.39624	0.937601	enriched	-0.39624	0.73638	not_significant
NonTargeting_364	1	0.26466	0.26523	0.999995	146	1	-0.40316	0.73534	0.7366	0.937601	711	0	-0.40316	0.937601	enriched	-0.40316	0.73534	not_significant
NonTargeting_372	1	0.26638	0.2671	0.999995	147	1	-0.39225	0.73362	0.7348	0.937601	710	0	-0.39225	0.937601	enriched	-0.39225	0.73362	not_significant
NonTargeting_195	1	0.26914	0.26983	0.999995	148	0	-0.37605	0.73086	0.73223	0.937104	708	0	-0.37605	0.937104	enriched	-0.37605	0.73086	not_significant
NonTargeting_223	1	0.26983	0.27042	0.999995	149	0	-0.37082	0.73017	0.73146	0.937104	707	0	-0.37082	0.937104	enriched	-0.37082	0.73017	not_significant
NonTargeting_168	1	0.2719	0.27241	0.999995	150	0	-0.37889	0.7281	0.72967	0.937104	706	0	-0.37889	0.937104	enriched	-0.37889	0.7281	not_significant
NonTargeting_456	1	0.27293	0.27349	0.999995	151	0	-0.37636	0.72707	0.72863	0.937104	705	0	-0.37636	0.937104	enriched	-0.37636	0.72707	not_significant
NonTargeting_464	1	0.27362	0.27423	0.999995	152	0	-0.35664	0.72638	0.72791	0.937104	704	0	-0.35664	0.937104	enriched	-0.35664	0.72638	not_significant
NonTargeting_382	1	0.27431	0.27498	0.999995	153	0	-0.3629	0.72569	0.72716	0.937104	703	0	-0.3629	0.937104	enriched	-0.3629	0.72569	not_significant
NonTargeting_240	1	0.27672	0.27746	0.999995	154	0	-0.34592	0.72328	0.7248	0.937104	700	0	-0.34592	0.937104	enriched	-0.34592	0.72328	not_significant
NonTargeting_130	1	0.27914	0.27959	0.999995	155	0	-0.3661	0.72086	0.72182	0.936083	699	0	-0.3661	0.936083	enriched	-0.3661	0.72086	not_significant
NonTargeting_355	1	0.27948	0.27988	0.999995	156	0	-0.35151	0.72052	0.72149	0.936083	698	0	-0.35151	0.936083	enriched	-0.35151	0.72052	not_significant
NonTargeting_295	1	0.28259	0.28276	0.999995	157	0	-0.34957	0.71741	0.7186	0.934594	697	0	-0.34957	0.934594	enriched	-0.34957	0.71741	not_significant
NonTargeting_17	1	0.28431	0.28438	0.999995	158	0	-0.33785	0.71569	0.71679	0.934064	696	0	-0.33785	0.934064	enriched	-0.33785	0.71569	not_significant
NonTargeting_154	1	0.28466	0.28466	0.999995	159	0	-0.33101	0.71534	0.71646	0.934064	695	0	-0.33101	0.934064	enriched	-0.33101	0.71534	not_significant
